ID Posla;Vrsta kupoprodajnega posla;Datum uveljavitve;Datum sklenitve pogodbe;Pogodbena cena / Odškodnina;Vključenost DDV;Stopnja DDV;Datum izteka lizinga;Datum prenehanja lizinga;Opombe o pravnem poslu;Posredovanje nepremičninske agencije;Datum zadnje spremembe posla;Datum zadnje uveljavitve posla;Vrsta akta;Tržnost posla
-375310;1;31.12.2008;19.03.2008;4621441;0;;;;;;23.07.2015;31.12.2008;1;4
-375304;1;31.12.2008;20.02.2008;8300;0;;;;;;23.07.2015;31.12.2008;1;4
-375300;1;31.12.2008;26.11.2008;24000;0;;;;Prodal se je del zazidljive parcele, kateri se bo naknadno odmeril.;;23.07.2015;31.12.2008;1;4
-375283;1;31.12.2008;01.12.2008;69474;0;;;;;;23.07.2015;31.12.2008;1;4
-375272;4;31.12.2008;02.07.2008;15000;0;;;;;;23.07.2015;31.12.2008;1;4
-375269;1;31.12.2008;15.05.2008;51000;0;;;;;;23.07.2015;31.12.2008;1;4
-373782;1;29.12.2008;21.10.2008;105000;0;;;;;;23.07.2015;29.12.2008;1;4
-369396;1;23.12.2008;10.04.2008;141000;0;;;;;;23.07.2015;23.12.2008;1;4
-369395;1;23.12.2008;12.11.2008;70000;1;;;;;;23.07.2015;23.12.2008;1;4
-368639;1;22.12.2008;11.12.2008;40000;0;;;;;;23.07.2015;22.12.2008;1;4
-368638;1;22.12.2008;22.12.2008;10000;0;;;;;;23.07.2015;22.12.2008;1;4
-367177;1;20.12.2008;06.11.2008;3981;0;;;;;;23.07.2015;20.12.2008;1;4
-367166;1;20.12.2008;06.11.2008;6025;0;;;;;;23.07.2015;20.12.2008;1;4
-366431;1;19.12.2008;22.09.2008;27080;0;;;;;;23.07.2015;19.12.2008;1;4
-364918;1;17.12.2008;26.11.2008;24000;0;;;;;;23.07.2015;17.12.2008;1;4
-364908;1;17.12.2008;19.11.2008;630;0;;;;;;23.07.2015;17.12.2008;1;4
-364862;1;17.12.2008;01.12.2008;15440;0;;;;;;23.07.2015;17.12.2008;1;4
-364818;1;17.12.2008;08.12.2008;32400;0;;;;;;23.07.2015;17.12.2008;1;4
-364775;1;17.12.2008;13.10.2008;1275;0;;;;;;23.07.2015;17.12.2008;1;4
-364759;1;17.12.2008;03.09.2008;5000;0;;;;;;23.07.2015;17.12.2008;1;4
-364756;1;17.12.2008;26.11.2008;24000;0;;;;;;23.07.2015;17.12.2008;1;4
-364745;1;17.12.2008;28.11.2008;400;0;;;;;;23.07.2015;17.12.2008;1;4
-364731;1;17.12.2008;09.12.2008;32500;0;;;;;;23.07.2015;17.12.2008;1;4
-364730;1;17.12.2008;08.12.2008;110000;0;;;;;;23.07.2015;17.12.2008;1;4
-364727;1;17.12.2008;26.05.2008;46920;0;;;;;;23.07.2015;17.12.2008;1;4
-364726;1;17.12.2008;13.10.2008;6140;0;;;;;;23.07.2015;17.12.2008;1;4
-364720;1;17.12.2008;08.12.2008;15000;0;;;;;;23.07.2015;17.12.2008;1;4
-364690;1;17.12.2008;10.12.2008;2862;0;;;;;;23.07.2015;17.12.2008;1;4
-364686;1;17.12.2008;20.11.2008;240000;0;;;;;;23.07.2015;17.12.2008;1;4
-364673;1;17.12.2008;05.12.2008;108500;0;;;;;;23.07.2015;17.12.2008;1;4
-364667;1;17.12.2008;21.11.2008;35470;0;;;;;;23.07.2015;17.12.2008;1;4
-364662;1;17.12.2008;28.11.2008;306900;0;;;;;;23.07.2015;17.12.2008;1;4
-364636;1;17.12.2008;08.12.2008;80000;0;;;;;;23.07.2015;17.12.2008;1;4
-364573;1;17.12.2008;02.12.2008;97000;0;;;;;;23.07.2015;17.12.2008;1;4
-364568;1;17.12.2008;03.12.2008;32000;0;;;;;;23.07.2015;17.12.2008;1;4
-364557;1;17.12.2008;14.10.2008;588400;0;;;;;;23.07.2015;17.12.2008;1;4
-364537;1;17.12.2008;19.09.2008;10050,48;0;;;;;;23.07.2015;17.12.2008;1;4
-364526;1;17.12.2008;27.11.2008;23,56;0;;;;;;23.07.2015;17.12.2008;1;4
-364525;1;17.12.2008;07.12.2008;67000;0;;;;;;23.07.2015;17.12.2008;1;4
-364522;1;17.12.2008;27.11.2008;130000;0;;;;;;23.07.2015;17.12.2008;1;4
-364492;1;17.12.2008;28.10.2008;650;0;;;;;;23.07.2015;17.12.2008;1;4
-364486;1;17.12.2008;10.11.2008;255;0;;;;;;23.07.2015;17.12.2008;1;4
-364479;1;17.12.2008;05.12.2008;169658;0;;;;;;23.07.2015;17.12.2008;1;4
-364451;1;17.12.2008;27.10.2008;51909;0;;;;;;23.07.2015;17.12.2008;1;4
-364443;1;17.12.2008;19.11.2008;46,37;0;;;;;;23.07.2015;17.12.2008;1;4
-364429;1;17.12.2008;12.09.2008;56456;0;;;;;;23.07.2015;17.12.2008;1;4
-364410;1;17.12.2008;13.10.2008;560;0;;;;;;23.07.2015;17.12.2008;1;4
-364401;4;17.12.2008;25.11.2008;32260;0;;;;;;23.07.2015;17.12.2008;1;4
-364380;1;17.12.2008;27.11.2008;3000;0;;;;;;23.07.2015;17.12.2008;1;4
-364319;1;17.12.2008;26.10.2008;9700;0;;;;;;23.07.2015;17.12.2008;1;4
-364314;1;17.12.2008;07.11.2008;0;0;;;;;;23.07.2015;17.12.2008;1;4
