ID Posla;Šifra KO;Ime KO;Občina;Parcelna številka;Vrsta zemljišča;Vrsta trajnega nasada;Starost trajnega nasada;Prodani delež parcele;Opombe o nepremičnini;Površina parcele;Pogodbena cena parcele;Stopnja DDV parcele
-375277;262;DESNJAK;LJUTOMER;62;7;;;2/3;;1037;;
-375277;262;DESNJAK;LJUTOMER;72/2;9;;;2/3;;1500;;
-375273;1022;REČICA;LAŠKO;1286/5;9;;;1/1;;;;
-375276;1022;REČICA;LAŠKO;1154/21;7;;;1/1;;;;
-375276;1022;REČICA;LAŠKO;1154/23;7;;;1/1;;;;
-375276;1022;REČICA;LAŠKO;1154/25;9;;;1/1;;;;
-375275;861;DOBRAVA;SLOVENJ GRADEC;92/1;9;;;1/1;;43888;;
-375273;1022;REČICA;LAŠKO;1154/24;7;;;1/1;;;;
-375273;1022;REČICA;LAŠKO;1154/22;7;;;1/1;;;;
-375273;1022;REČICA;LAŠKO;1154/26;9;;;1/1;;;;
-375272;838;TRBONJE;DRAVOGRAD;7/7;3;;;1/2;;261;;
-375272;838;TRBONJE;DRAVOGRAD;7/8;3;;;1/2;;1014;;
-374532;1160;LOKE PRI PLANINI;ŠENTJUR;298/2;5;;;1/1;;1150;;
-375272;838;TRBONJE;DRAVOGRAD;7/6;3;;;1/2;;917;;
-375270;826;LIBELIŠKA GORA;DRAVOGRAD;143/3;3;;;1/1;;1772;;
-375270;826;LIBELIŠKA GORA;DRAVOGRAD;143/6;3;;;1/1;;978;;
-375268;2131;STRAŽIŠČE;KRANJ;1166/77;5;;;1/1;Lokacija in cena nepremičnine.;52;;
-374536;2365;ČRNI VRH;IDRIJA;497/68;5;;;1/1;;803;;
-374532;1160;LOKE PRI PLANINI;ŠENTJUR;298/2;3;;;1/1;;1150;;
-374532;1160;LOKE PRI PLANINI;ŠENTJUR;277;7;;;1/1;;664;;
-374532;1160;LOKE PRI PLANINI;ŠENTJUR;278;7;;;1/1;;2080;;
-374532;1160;LOKE PRI PLANINI;ŠENTJUR;286/2;9;;;1/1;;5205;;
-374532;1160;LOKE PRI PLANINI;ŠENTJUR;300;7;;;1/1;;6835;;
-374532;1160;LOKE PRI PLANINI;ŠENTJUR;299;7;;;1/1;;4580;;
-374530;1723;VIČ;LJUBLJANA;711/17;6;;;1/1;;13;;
-374530;1723;VIČ;LJUBLJANA;711/18;6;;;1/1;;14;;
-374522;1056;DOBRNA;DOBRNA;1410/3;7;;;1/1;;142;;
-374524;147;STREHOVCI;DOBROVNIK;1752;3;;;1/1;;755;;
-374524;147;STREHOVCI;DOBROVNIK;1751;3;;;1/1;;878;;
-374522;1056;DOBRNA;DOBRNA;1410/1;7;;;1/1;;846;;
-374522;1056;DOBRNA;DOBRNA;1436/1;7;;;1/1;;300;;
-374522;1056;DOBRNA;DOBRNA;1437/3;7;;;1/1;;2669;;
-374522;1056;DOBRNA;DOBRNA;1437/1;7;;;1/1;;480;;
-374522;1056;DOBRNA;DOBRNA;1436/2;5;;;1/1;;221;;
-373792;257;BRANOSLAVCI;LJUTOMER;486;9;;;1/1;;8751;;
-373789;253;DRAKOVCI;LJUTOMER;896/3;7;;;1/1;;187;;
-373794;244;LUKAVCI;KRIŽEVCI;870;7;;;1/1;;8874;;
-373791;2590;HRIBI;KOPER;762/9;3;;;1/1;;177;;
-373791;2590;HRIBI;KOPER;762/8;3;;;1/1;;2184;;
-373789;253;DRAKOVCI;LJUTOMER;896/2;3;;;1/1;;2309;;
-373789;253;DRAKOVCI;LJUTOMER;895;7;;;1/1;;4514;;
-373789;253;DRAKOVCI;LJUTOMER;896/1;7;;;1/1;;450;;
-373789;253;DRAKOVCI;LJUTOMER;896/5;7;;;1/1;;403;;
-373789;253;DRAKOVCI;LJUTOMER;896/6;7;;;1/1;;6625;;
-373789;253;DRAKOVCI;LJUTOMER;896/8;9;;;1/1;;989;;
-373789;253;DRAKOVCI;LJUTOMER;896/9;7;;;1/1;;2507;;
-373789;253;DRAKOVCI;LJUTOMER;894;7;;;1/1;;6840;;
-373789;253;DRAKOVCI;LJUTOMER;896/4;7;;;1/1;;2938;;
-373789;253;DRAKOVCI;LJUTOMER;896/7;7;;;1/1;;313;;
-373789;253;DRAKOVCI;LJUTOMER;896/19;5;;;1/1;;234;;
-373786;147;STREHOVCI;DOBROVNIK;1754;5;;;1/1;;959;;
-373786;147;STREHOVCI;DOBROVNIK;1753;5;;;1/1;;2597;;
-373765;1465;STARA VAS;ŠKOCJAN;1251;5;;;1/1;;1410;;
-373776;2606;SEMEDELA;KOPER;2996/4;3;;;1/1;;1010;;
-373774;2614;KUBED;KOPER;3721/3;3;;;1/1;;182;;
-373774;2614;KUBED;KOPER;3722/3;3;;;1/1;;475;;
-373765;1465;STARA VAS;ŠKOCJAN;1279;7;;;1/1;;;;
-373765;1465;STARA VAS;ŠKOCJAN;1244/2;5;;;1/1;;169;;
-370131;184;GORNJA RADGONA;GORNJA RADGONA;313/3;5;;;1/1;;124;;
-370131;184;GORNJA RADGONA;GORNJA RADGONA;313/3;5;;;1/1;;17;;
-370131;184;GORNJA RADGONA;GORNJA RADGONA;313/2;5;;;1/1;;144;;
-369404;1660;UNEC;CERKNICA;2069/8;3;;;612/3783;;;;
-369404;1660;UNEC;CERKNICA;2069/5;3;;;1/1;;;;
-369399;1992;HORJUL;HORJUL;978/3;5;;;1/1;;476;;
-369399;1992;HORJUL;HORJUL;999/2;5;;;1/1;;283;;
-369395;2207;BOVEC;BOVEC;805;5;;;4/5;;53;;
-369386;773;PEČKE;MAKOLE;544/2;7;;;1/1;;2925;;
-369367;1626;GORIČA VAS;RIBNICA;875;7;;;1/1;;634;;
-369367;1626;GORIČA VAS;RIBNICA;873;7;;;1/1;;414;;
-369367;1626;GORIČA VAS;RIBNICA;891;3;;;1/1;;362;;
-369367;1626;GORIČA VAS;RIBNICA;878/2;3;;;1/1;;41;;
-369367;1626;GORIČA VAS;RIBNICA;877;3;;;1/1;;190;;
-369367;1626;GORIČA VAS;RIBNICA;876/1;7;;;1/1;;420;;
-369367;1626;GORIČA VAS;RIBNICA;*110/1;5;;;1/1;;329;;
-369367;1626;GORIČA VAS;RIBNICA;111/1;5;;;1/1;;58;;
-368640;1679;LIPSENJ;CERKNICA;241/2;7;;;1/1;;1959;;
-368640;1679;LIPSENJ;CERKNICA;241/1;5;;;1/1;;1052;;
-368639;2131;STRAŽIŠČE;KRANJ;1160/12;5;;;1/2;;300;;
-368639;2131;STRAŽIŠČE;KRANJ;1160/12;5;;;1/2;;300;;
-367184;955;BEVČE;VELENJE;429/17;3;;;1/1;;601;;
-367183;964;VELENJE;VELENJE;3305/2;3;;;1/1;;1328;;
-367183;964;VELENJE;VELENJE;3304;3;;;1/1;;253;;
-366439;2002;VRHNIKA;VRHNIKA;2011/10;3;;;1/1;;432;;
-366438;663;BISTRICA PRI LIMBUŠU;RUŠE;109/37;3;;;1;;28;;
-366438;663;BISTRICA PRI LIMBUŠU;RUŠE;109/36;5;;;1/1;;213;;
-366437;673;LOBNICA;RUŠE;18/24;3;;;1;;499;;
-366437;673;LOBNICA;RUŠE;18/7;3;;;1;;1020;;
-366437;673;LOBNICA;RUŠE;18/7;5;;;1/1;;1020;;
-366435;2079;ŠENTURŠKA GORA;CERKLJE NA GORENJSKEM;1139/12;3;;;100;;862;;
-366435;2079;ŠENTURŠKA GORA;CERKLJE NA GORENJSKEM;1139/19;3;;;100;;29;;
-366435;2079;ŠENTURŠKA GORA;CERKLJE NA GORENJSKEM;1139/11;5;;;100;;342;;
-366431;105;MURSKA SOBOTA;MURSKA SOBOTA;3046/2;3;;;1/1;;677;;
-366430;138;TRNJE V PREKMURJU;ČRENŠOVCI;180/3;3;;;1/1;;1570;;
-366429;97;MOTVARJEVCI;MORAVSKE TOPLICE;2636;3;;;1/1;;832;;
-365704;1723;VIČ;LJUBLJANA;1145/3;10;;;1/1;ZEMLJIŠČE JE DVORIŠČE;9;;
-365704;1723;VIČ;LJUBLJANA;1149/301;10;;;1/1;zemljišče predstavlja dvorišče;18;;
-365704;1723;VIČ;LJUBLJANA;1147/5;10;;;1/1;zemljišče predstavlja dvorišče;284;;
-365704;1723;VIČ;LJUBLJANA;1146/112;5;;;1/1;;575;;
-365701;2028;DORFARJE;ŠKOFJA LOKA;808/4;3;;;1/1;;;;
-365699;101;IVANCI;MORAVSKE TOPLICE;1687;7;;;1/1;;3555;;
-365697;89;SELO;MORAVSKE TOPLICE;1865;3;;;1/1;;202;;
-365693;1121;ZBELOVSKA GORA;SLOVENSKE KONJICE;287/2;7;;;1/1;;1513;;
-365693;1121;ZBELOVSKA GORA;SLOVENSKE KONJICE;286/2;7;;;1/1;;360;;
-365693;1121;ZBELOVSKA GORA;SLOVENSKE KONJICE;285/2;7;;;1/1;;93;;
-365693;1121;ZBELOVSKA GORA;SLOVENSKE KONJICE;*325;5;;;1/1;;14;;
-365692;1110;LIČENCA;SLOVENSKE KONJICE;443;7;;;1/1;;2140;;
-365692;1110;LIČENCA;SLOVENSKE KONJICE;444;7;;;1/1;;691;;
-365692;1110;LIČENCA;SLOVENSKE KONJICE;336/44;7;;;1/1;;3417;;
-365692;1110;LIČENCA;SLOVENSKE KONJICE;441;7;;;1/1;;2104;;
-364940;1675;GRAHOVO;CERKNICA;556/9;3;;;1/2;;1608;;
-364940;1675;GRAHOVO;CERKNICA;556/2;5;;;1/1;;564;;
-364932;1835;HOTIČ;LITIJA;1454/29;3;;;1/1;;770;;
-364922;2035;ŠKOFJA LOKA;ŠKOFJA LOKA;644/9;5;;;802/10000;;204;;
-364919;1846;LIBERGA;ŠMARTNO PRI LITIJI;1312/2;3;;;1/4;;58;;
-370132;721;MORJE;RAČE-FRAM;929/3;7;;;1/1;;513;;
-370132;721;MORJE;RAČE-FRAM;929/1;3;;;1/1;;846;;
-368637;2455;SEŽANA;SEŽANA;3852/1;3;;;1/1;;1351;;
-365699;101;IVANCI;MORAVSKE TOPLICE;1772/4;7;;;1/1;;3021;;
-365698;112;VEŠČICA;MURSKA SOBOTA;1206/1;3;;;1/1;;360;;
-365692;1110;LIČENCA;SLOVENSKE KONJICE;336/42;7;;;1/1;;5154;;
-365692;1110;LIČENCA;SLOVENSKE KONJICE;336/43;7;;;1/1;;1874;;
-365692;1110;LIČENCA;SLOVENSKE KONJICE;440;7;;;1/1;;3679;;
-365692;1110;LIČENCA;SLOVENSKE KONJICE;442;7;;;1/1;;2967;;
-364927;1832;VAČE;LITIJA;2046;3;;;1/1;;777;;
-364923;1846;LIBERGA;ŠMARTNO PRI LITIJI;1550/8;3;;;1/1;;16;;
-364924;1846;LIBERGA;ŠMARTNO PRI LITIJI;1550/3;3;;;1/1;;196;;
-364924;1846;LIBERGA;ŠMARTNO PRI LITIJI;1550/5;3;;;1/1;;14;;
-364924;1846;LIBERGA;ŠMARTNO PRI LITIJI;1550/4;3;;;1/1;;29;;
-364919;1846;LIBERGA;ŠMARTNO PRI LITIJI;1313/1;3;;;1/4;;2831;;
-364919;1846;LIBERGA;ŠMARTNO PRI LITIJI;1502/2;7;;;1/2;;61;;
-364919;1846;LIBERGA;ŠMARTNO PRI LITIJI;1315;3;;;3/8;;183;;
-364919;1846;LIBERGA;ŠMARTNO PRI LITIJI;1314;3;;;1/4;;489;;
-364914;1842;DOLE PRI LITIJI;LITIJA;34/12;3;;;1/1;;4;;
-364912;1732;ŠTEPANJA VAS;LJUBLJANA;257/3;3;;;100;;767;;
-364912;1732;ŠTEPANJA VAS;LJUBLJANA;257/3;5;;;100;;767;;
-364912;1732;ŠTEPANJA VAS;LJUBLJANA;257/3;5;;;100;;767;;
-364911;1841;VELIKA GOBA;LITIJA;1002;7;;;1/9;;6654;;
-364918;1834;KONJ;LITIJA;237/1;3;;;88/200;;2227;;
-364911;1841;VELIKA GOBA;LITIJA;959;7;;;1/9;;2823;;
-364911;1841;VELIKA GOBA;LITIJA;967;7;;;1/9;;5158;;
-364911;1841;VELIKA GOBA;LITIJA;939;9;;;1/9;;1942;;
-364911;1841;VELIKA GOBA;LITIJA;971;7;;;1/9;;4927;;
-364911;1841;VELIKA GOBA;LITIJA;999;7;;;1/9;;4158;;
-364911;1841;VELIKA GOBA;LITIJA;1001;7;;;1/9;;2809;;
-364911;1841;VELIKA GOBA;LITIJA;1038;7;;;1/9;;2662;;
-364911;1841;VELIKA GOBA;LITIJA;1061;7;;;1/9;;1381;;
-364911;1841;VELIKA GOBA;LITIJA;1062;7;;;1/9;;2000;;
-364911;1842;DOLE PRI LITIJI;LITIJA;1278;7;;;1/9;;1579;;
-364911;1841;VELIKA GOBA;LITIJA;872;9;;;1/9;;17339;;
-364911;1841;VELIKA GOBA;LITIJA;881;9;;;1/9;;20084;;
-364911;1841;VELIKA GOBA;LITIJA;915;9;;;1/9;;19229;;
-364911;1841;VELIKA GOBA;LITIJA;919;9;;;1/9;;11998;;
-364911;1842;DOLE PRI LITIJI;LITIJA;1273;9;;;1/9;;1345;;
-364911;1841;VELIKA GOBA;LITIJA;962;7;;;1/9;;2561;;
-364911;1841;VELIKA GOBA;LITIJA;970;7;;;1/9;;5118;;
-364911;1841;VELIKA GOBA;LITIJA;1000;7;;;1/9;;1449;;
-364911;1841;VELIKA GOBA;LITIJA;1034;7;;;1/9;;3280;;
-364911;1841;VELIKA GOBA;LITIJA;1039;7;;;1/9;;985;;
-364911;1841;VELIKA GOBA;LITIJA;1063;7;;;1/9;;2928;;
-364911;1842;DOLE PRI LITIJI;LITIJA;1272;7;;;1/9;;4039;;
-364911;1841;VELIKA GOBA;LITIJA;903;9;;;1/9;;9150;;
-364911;1841;VELIKA GOBA;LITIJA;1024;5;;;1/18;;709;;
-364911;1841;VELIKA GOBA;LITIJA;997;5;;;1/9;GOSPODARSKO POSLOPJE;597;;
-364910;1396;KRSINJI VRH;SEVNICA;1882;7;;;1/1;;642;;
-364910;1396;KRSINJI VRH;SEVNICA;1885;7;;;1/1;;1408;;
-364910;1396;KRSINJI VRH;SEVNICA;1886;7;;;1/1;;1368;;
-364910;1396;KRSINJI VRH;SEVNICA;1879;7;;;1/1;;1566;;
-364910;1396;KRSINJI VRH;SEVNICA;1889;7;;;1/1;;124;;
-364909;1839;JABLANICA;ŠMARTNO PRI LITIJI;916/16;3;;;1/1;;607;;
-364908;1839;JABLANICA;ŠMARTNO PRI LITIJI;916/24;7;;;1/1;;63;;
-364907;1839;JABLANICA;ŠMARTNO PRI LITIJI;916/23;3;;;1/1;;799;;
-364906;1839;JABLANICA;ŠMARTNO PRI LITIJI;916/20;7;;;1/1;;51;;
-364906;1839;JABLANICA;ŠMARTNO PRI LITIJI;916/19;7;;;1/1;;69;;
-364905;1839;JABLANICA;ŠMARTNO PRI LITIJI;916/14;3;;;1/1;;628;;
-364905;1839;JABLANICA;ŠMARTNO PRI LITIJI;916/15;3;;;1/1;;86;;
-364883;128;BAKOVCI;MURSKA SOBOTA;1280/1;7;;;1/1;;6954;;
-364879;1724;BREZOVICA;BREZOVICA;562/5;3;;;1/2;;10;;
-364879;1724;BREZOVICA;BREZOVICA;562/8;3;;;1/2;;12;;
-364875;1979;ŽLEBE;MEDVODE;303;8;;;1/4;;1216;;
-364901;1845;MORAVČE;LITIJA;977/5;3;;;1/1;;1000;;
-364900;1850;JEŽNI VRH;ŠMARTNO PRI LITIJI;691/2;5;;;1/1;;2003;;
-364884;1770;KAŠELJ;LJUBLJANA;739/8;10;;;1/4;;203;;
-364880;1770;KAŠELJ;LJUBLJANA;739/5;3;;;1/1;;467;;
-364877;59;MOŠČANCI;PUCONCI;1843;9;;;1/1;;27774;;
-364875;1979;ŽLEBE;MEDVODE;305/1;8;;;1/4;;3392;;
-364875;1979;ŽLEBE;MEDVODE;316/1;9;;;1/4;;3456;;
-364875;1979;ŽLEBE;MEDVODE;163;9;;;1/4;;2802;;
-364875;1979;ŽLEBE;MEDVODE;190/1;9;;;1/4;;10289;;
-364875;1979;ŽLEBE;MEDVODE;190/2;9;;;1/4;;985;;
-364875;1979;ŽLEBE;MEDVODE;302;7;;;1/4;;8351;;
-364875;1979;ŽLEBE;MEDVODE;314/1;7;;;1/4;;3061;;
-364875;1979;ŽLEBE;MEDVODE;306;7;;;1/4;;1958;;
-364875;1979;ŽLEBE;MEDVODE;310/2;7;;;1/4;;3074;;
-364875;1979;ŽLEBE;MEDVODE;314/2;7;;;1/4;;901;;
-364875;1979;ŽLEBE;MEDVODE;304;10;;;1/4;;395;;
-364875;1979;ŽLEBE;MEDVODE;154;9;;;1/4;;11707;;
-364875;1979;ŽLEBE;MEDVODE;170;9;;;1/4;;2946;;
-364875;1979;ŽLEBE;MEDVODE;301;7;;;1/4;;5025;;
-364875;1979;ŽLEBE;MEDVODE;304;10;;;1/4;;395;;
-364875;1979;ŽLEBE;MEDVODE;313;7;;;1/4;;5139;;
-364875;1979;ŽLEBE;MEDVODE;161;9;;;1/4;;6823;;
-364872;1724;BREZOVICA;BREZOVICA;573/2;3;;;1/1;;56;;
-364868;1662;SELŠČEK;CERKNICA;1213/11;9;;;1/1;;15583;;
-364864;117;KRAJNA;TIŠINA;506;7;;;1/1;;5242;;
-364862;1675;GRAHOVO;CERKNICA;2103/2;3;;;1/1;;386;;
-364861;1658;BEZULJAK;CERKNICA;1321;7;;;1/1;;3413;;
-364858;1676;CERKNICA;CERKNICA;1116/1;3;;;1/1;;2866;;
-364855;22;KUKEČ;GORNJI PETROVCI;427;7;;;1/1;;1717;;
-364869;22;KUKEČ;GORNJI PETROVCI;195;7;;;1/1;;1639;;
-364869;22;KUKEČ;GORNJI PETROVCI;194;7;;;1/1;;945;;
-364869;22;KUKEČ;GORNJI PETROVCI;196;3;;;1/1;;502;;
-364858;1676;CERKNICA;CERKNICA;1116/3;3;;;1/1;;12;;
-364858;1676;CERKNICA;CERKNICA;*191;5;;;1/1;;65;;
-364855;22;KUKEČ;GORNJI PETROVCI;131;7;;;1/1;;3254;;
-364855;22;KUKEČ;GORNJI PETROVCI;132;7;;;1/1;;652;;
-364853;2460;NAKLO;DIVAČA;796/11;9;;;1/1;;430;;
-364853;2460;NAKLO;DIVAČA;594/7;3;;;1/1;;355;;
-364851;112;VEŠČICA;MURSKA SOBOTA;1552;7;;;1/1;;5025;;
-364851;112;VEŠČICA;MURSKA SOBOTA;782;7;;;1/1;;4607;;
-364851;112;VEŠČICA;MURSKA SOBOTA;1710;7;;;1/1;;5767;;
-364850;1735;STOŽICE;LJUBLJANA;2324;10;;;1/25;;30252;;
-364847;104;RAKIČAN;MURSKA SOBOTA;1913;7;;;1/1;;4425;;
-364846;1974;ZGORNJE PIRNIČE;MEDVODE;110/3;7;;;1/1;;381;;
-364843;782;POLJČANE;POLJČANE;233/2;7;;;1/1;;2935;;
-364820;2432;DUTOVLJE;SEŽANA;2810/6;3;;;1/1;;626;;
-364813;1378;BREZOVO;SEVNICA;393/2;7;;;1/1;;732;;
-364855;22;KUKEČ;GORNJI PETROVCI;134;7;;;1/1;;1636;;
-364833;1695;KARLOVŠKO PREDMESTJE;LJUBLJANA;164/5;3;;;1/1;;963;;
-364827;2634;NOVA VAS;PIRAN;992;7;;;1/1;;272;;
-364825;2455;SEŽANA;SEŽANA;1600;7;;;1/1;;20214;;
-364823;2634;NOVA VAS;PIRAN;1355;7;;;1/1;;1234;;
-364821;10;BOREČA;GORNJI PETROVCI;816;7;;;1/1;;970;;
-364815;77;PUCONCI;PUCONCI;1626;7;;;1/1;;4073;;
-364813;1378;BREZOVO;SEVNICA;436/2;7;;;1/1;;100;;
-364813;1378;BREZOVO;SEVNICA;406/2;7;;;1/1;;976;;
-364811;22;KUKEČ;GORNJI PETROVCI;148;7;;;1/1;;1547;;
-364810;2632;SEČOVLJE;PIRAN;2949;7;;;1/4;;413;;
-364801;9;MARTINJE;GORNJI PETROVCI;405;9;;;1/1;;2415;;
-364801;9;MARTINJE;GORNJI PETROVCI;367;9;;;1/1;;6126;;
-364796;1381;BOŠTANJ;SEVNICA;303/7;7;;;1/1;;409;;
-364793;1724;BREZOVICA;BREZOVICA;558/2;3;;;1/1;;119;;
-364793;1724;BREZOVICA;BREZOVICA;3512/22;3;;;1/1;;1034;;
-364792;2626;IZOLA;IZOLA;515/7;3;;;1/1;;19;;
-364787;2630;PIRAN;PIRAN;1575;7;;;1/1;;560;;
-364786;2332;KOSTANJEVICA NA KRASU;MIREN-KOSTANJEVICA;775;3;;;1/1;;691;;
-364782;1851;GRADIŠČE;ŠMARTNO PRI LITIJI;329;3;;;1/1;;1119;;
-364779;1845;MORAVČE;LITIJA;311;7;;;1/1;;1592;;
-364775;1849;VINTARJEVEC;ŠMARTNO PRI LITIJI;1098;7;;;1/8;;1431;;
-364779;1845;MORAVČE;LITIJA;1668;7;;;1/1;;1248;;
-364777;1845;MORAVČE;LITIJA;977/5;3;;;1/1;;1000;;
-364776;1724;BREZOVICA;BREZOVICA;2710/7;9;;;1/2;;4208;;
-364775;1849;VINTARJEVEC;ŠMARTNO PRI LITIJI;1099;7;;;1/8;;3218;;
-364775;1849;VINTARJEVEC;ŠMARTNO PRI LITIJI;1094;7;;;1/8;;452;;
-364771;1840;POLŠNIK;LITIJA;1215;7;;;1/1;;51635;;
-364771;1840;POLŠNIK;LITIJA;1451;7;;;1/1;;11358;;
-364771;1840;POLŠNIK;LITIJA;1218;7;;;1/1;;1442;;
-364771;1840;POLŠNIK;LITIJA;1219;7;;;1/1;;2198;;
-364771;1840;POLŠNIK;LITIJA;1221;7;;;1/1;;16976;;
-364771;1840;POLŠNIK;LITIJA;1321;7;;;1/1;;10855;;
-364771;1840;POLŠNIK;LITIJA;1363;7;;;1/1;;1910;;
-364771;1840;POLŠNIK;LITIJA;1401;7;;;1/1;;3579;;
-364771;1840;POLŠNIK;LITIJA;1402;7;;;1/1;;1565;;
-364771;1840;POLŠNIK;LITIJA;1417;7;;;1/1;;3773;;
-364771;1840;POLŠNIK;LITIJA;1425;7;;;1/1;;7078;;
-364771;1840;POLŠNIK;LITIJA;1447;7;;;1/1;;1708;;
-364771;1840;POLŠNIK;LITIJA;1448;7;;;1/1;;4100;;
-364771;1840;POLŠNIK;LITIJA;1450;7;;;1/1;;2823;;
-364771;1840;POLŠNIK;LITIJA;1214;7;;;1/2;;1708;;
-364771;1840;POLŠNIK;LITIJA;1217;7;;;1/1;;1403;;
-364771;1840;POLŠNIK;LITIJA;1220;7;;;1/1;;11660;;
-364771;1840;POLŠNIK;LITIJA;1322;7;;;1/1;;6700;;
-364771;1840;POLŠNIK;LITIJA;1400;7;;;1/1;;1784;;
-364771;1840;POLŠNIK;LITIJA;1416;7;;;1/1;;6154;;
-364771;1840;POLŠNIK;LITIJA;1426;7;;;1/1;;4262;;
-364771;1840;POLŠNIK;LITIJA;1449;7;;;1/1;;1018;;
-364771;1840;POLŠNIK;LITIJA;1216;7;;;1/1;;88424;;
-364761;1839;JABLANICA;ŠMARTNO PRI LITIJI;916/14;3;;;1/1;;628;;
-364765;1842;DOLE PRI LITIJI;LITIJA;34/12;3;;;1/1;;4;;
-364763;1839;JABLANICA;ŠMARTNO PRI LITIJI;916/23;3;;;1/1;;799;;
-364761;1839;JABLANICA;ŠMARTNO PRI LITIJI;916/15;3;;;1/1;;86;;
-364760;130;LIPA;BELTINCI;880/1;7;;;1/1;;1635;;
-364760;130;LIPA;BELTINCI;3177;7;;;1/1;;4395;;
-364760;130;LIPA;BELTINCI;2632;7;;;1/1;;1163;;
-364760;130;LIPA;BELTINCI;880/2;10;;;1/1;;44;;
-364759;2606;SEMEDELA;KOPER;4262;9;;;1/1;;1485;;
-364756;1834;KONJ;LITIJA;237/1;3;;;88/200;;2227;;
-364755;2597;OSP;KOPER;161/1;7;;;1/1;;321;;
-364755;2597;OSP;KOPER;163;7;;;1/1;;1135;;
-364755;2597;OSP;KOPER;205;7;;;1/1;;137;;
-364755;2597;OSP;KOPER;161/2;7;;;1/1;;311;;
-364754;59;MOŠČANCI;PUCONCI;1522;3;;;1/1;;778;;
-364754;59;MOŠČANCI;PUCONCI;1521;7;;;1/1;;949;;
-364753;1724;BREZOVICA;BREZOVICA;587/11;3;;;1/1;;689;;
-364749;2597;OSP;KOPER;16;7;;;1/1;;1021;;
