ID Posla;Šifra KO;Ime KO;Občina;Številka stavbe;Številka dela stavbe;Interna oznaka oddanih prostorov;Naselje;Ulica;Hišna številka;Dodatek HŠ;Številka stanovanja ali poslovnega prostora;Vrsta oddanih prostorov;Opremljenost oddanih prostorov;Mikrolokacija oddanih prostorov;Izložba;Nakupovalni center;Površina oddanih prostorov;Površina oddanih prostorov enaka delu stavbe;Pogodbena najemnina posameznih oddanih prostorov;Opombe o oddanih prostorih;Leto izgradnje stavbe;Dejanska raba dela stavbe;Lega dela stavbe v stavbi;Število sob;Površina dela stavbe;Uporabna površina dela stavbe;Prostori dela stavbe;Uporabna površina oddanih prostorov;Gostinski vrt;Vključenost gostinskega vrta v najemnino;Površina gostinskega vrta
363635;1321;LESKOVEC;KRŠKO;2010;1;;VRBINA;VRBINA;17;;;5;1;2;;;525,49;0;7545,81;;2011;1220301 - Poslovni prostori;pritličje;;7416,6;2957,4;-;;;;
363637;2650;DEBRO;LAŠKO;313;11;11;LAŠKO;BADOVINČEVA ULICA;20;;11;2;0;;;;62,81;;;;1985;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;3;62,8;57,6; Klet, shramba | Odprta loža;;;;
363638;1739;ZGORNJA ŠIŠKA;LJUBLJANA;1233;33;;LJUBLJANA;CELOVŠKA CESTA;145;A;533;2;1;;;;30,4;;;;1967;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;1;30,4;25,5; Klet, shramba | Zaprta loža;25,5;;;
363639;1074;SPODNJA HUDINJA;CELJE;2193;20;4;CELJE;MILČINSKEGA ULICA;10;;19;2;1;;;;62,7;;;;1982;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;62,7;57; Klet, shramba | Odprta loža;57;;;
363641;1447;GORENJA STRAŽA;STRAŽA;2470;1;Hiša;LOKE;LOKE;14;A;;1;1;;;;142,3;;;;1980;1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem;pritličje;3;142,3;77; Garaža | Kurilnica | Odprt balkon | Stopnišče;;;;
363642;1961;TRZIN;TRZIN;1367;2;;TRZIN;ŠPRUHA;33;;;5;1;3;;;15;;210;;1995;1220301 - Poslovni prostori;nadstropje;;588,8;500;-;;;;
363643;1456;NOVO MESTO;NOVO MESTO;369;109;SEIDLOVA;NOVO MESTO;SEIDLOVA CESTA;54;;109;2;0;;;;49;;;;1982;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;1;49;44,6; Klet, shramba | Odprta loža;;;;
363644;1577;KOČEVJE;KOČEVJE;766;1;;ŠALKA VAS;ŠALKA VAS;21;;;1;0;;;;110;;;;1968;1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem;pritličje;4;139,4;52,7; Drvarnica | Garaža | Klet, shramba | Kurilnica | Odprta terasa;;;;
363645;2626;IZOLA;IZOLA;880;4;;IZOLA;TRG REPUBLIKE;1;;4;16;1;;;;20;0;200;;1878;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;70,3;;-;;;;
363646;1740;SPODNJA ŠIŠKA;LJUBLJANA;3438;1;;Ljubljana;Beljaška ulica;24;;1;2;1;;;;84,2;1;700;;2006;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;pritličje;4;84,2;68,2; Garderoba | Stopnišče;;;;
363647;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;5385;2;;Ljubljana;Ulica Dušana Kraigherja;3;;2;2;1;;;;61,2;;;;1964;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;96,2;61,2; Odprt balkon | Odprta terasa | Zaprta loža;;;;
363648;1835;HOTIČ;LITIJA;695;1;;LITIJA;NA DOBRAVI;8; ;;1;1;;;;66;;;;1975;1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem;pritličje;7;216,8;125,6; Delavnica | Garaža | Klet, shramba | Kurilnica | Odprta loža | Podstrešje | Stopnišče | Sušilnica, pralnica;61;;;
363649;2636;BEŽIGRAD;LJUBLJANA;3831;9;;LJUBLJANA;LINHARTOVA CESTA;88;;9;2;1;;;;65;;;;1957;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;4;68,6;64,7; Odprt balkon;;;;
363650;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;695;1;;Ljubljana;Krimska ulica;7;;1;2;1;;;;31;;;;1960;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;pritličje;1;34,1;30; Klet, shramba;;;;
363651;2626;IZOLA;IZOLA;880;4;;IZOLA;TRG REPUBLIKE;1;;4;16;1;;;;20;;;;1878;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;70,3;;-;;;;
363652;1738;DRAVLJE;LJUBLJANA;2521;2;;LJUBLJANA;VODNIKOVA CESTA;170;;;2;0;;;;118,1;;;;1979;1220301 - Poslovni prostori;nadstropje;;143;143;-;118,1;;;
363653;677;ZGORNJE RADVANJE;MARIBOR;109;14;;MARIBOR;POHORSKA ULICA;9;;14;2;1;;;;51,1;;;;2002;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;1;51,1;41,4; Drvarnica | Odprt balkon;41,4;;;
363654;105;MURSKA SOBOTA;;2632;1;;;;;;;5;1;2;;;408,94;;;;1977;1251001 - Industrijski del stavbe;pritličje;;9641,2;9641,2;-;408,94;;;
363656;1074;SPODNJA HUDINJA;CELJE;2814;28;;CELJE;PODJAVORŠKOVA ULICA;3;;28;2;0;;;;34,4;;200;;1985;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;mansarda;1;39,2;34,4; Klet, shramba | Odprt balkon;;;;
363658;1070;ARCLIN;VOJNIK;559;1;;ARCLIN;ARCLIN;51;D;;1;0;;;;62;;;Stanovanje je delno opremljeno.;1960;1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem;pritličje;5;261,4;203,5; Garaža | Klet, shramba | Kurilnica | Odprt balkon | Stopnišče;;;;
363659;1725;AJDOVŠČINA;LJUBLJANA;220;16;P11;LJUBLJANA;VOŠNJAKOVA ULICA;5;;11;2;1;;;;57,6;;;;1962;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;0;57,6;50,8; Klet, shramba | Zaprt balkon;50,8;;;
363661;1738;DRAVLJE;LJUBLJANA;2133;1;;;;;;;15;0;;;;48;;;;1950;1252002 - Skladišča;pritličje;;697,3;697,3;-;48;;;
363661;1738;DRAVLJE;LJUBLJANA;2087;1;;;;;;;5;0;3;;;33,98;;;;1982;1220301 - Poslovni prostori;pritličje;;999;999;-;33,98;;;
363662;2167;RATEČE;KRANJSKA GORA;766;2;;RATEČE;RATEČE;113;B;2;2;1;;;;148,5;;;;2004;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;pritličje;2;148,5;87,2; Klet, shramba | Odprta terasa;87,2;;;
363663;1738;DRAVLJE;LJUBLJANA;2144;1;;;;;;;15;0;;;;279;;;;1950;1252002 - Skladišča;pritličje;;773,8;773,8;-;279;;;
363664;1738;DRAVLJE;LJUBLJANA;2133;1;;;;;;;15;0;;;;45;;;;1950;1252002 - Skladišča;pritličje;;697,3;697,3;-;45;;;
363665;2029;STARI DVOR;ŠKOFJA LOKA;61;1;;ŠKOFJA LOKA;FRANKOVO NASELJE;156;;1;2;1;;;;36,1;1;280;Delno opremljeno stanovanje.;1986;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;pritličje;1;36,1;36,1; Klet, shramba;;;;
363666;1486;STOPIČE;NOVO MESTO;936;4;4;ČRMOŠNJICE PRI STOPIČAH;ČRMOŠNJICE PRI STOPIČAH;73;;4;2;1;;;;63,6;;;;2009;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;63,6;48,6; Klet, shramba | Odprt balkon;48,6;;;
363667;1772;SLAPE;LJUBLJANA;1447;22;;LJUBLJANA;POLJE, CESTA V;2;;20;2;1;;;;37;;;;1970;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;1;39,9;38; Klet, shramba;;;;
363668;2605;KOPER;KOPER;2044;1;;KOPER;LJUBLJANSKA CESTA;9;;;14;1;;;;595;0;1451,8;;1980;1252002 - Skladišča;pritličje;;1228;1228;-;;;;
363669;2680;NOVE JARŠE;LJUBLJANA;2;46;;LJUBLJANA;CLEVELANDSKA ULICA;49;;46;2;1;;;;57,79;1;200;;1981;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;62,4;50,1; Klet, shramba | Odprt balkon;;;;
363670;1723;VIČ;LJUBLJANA;5520;2;;Ljubljana;Ramovševa ulica;63;;2;2;1;;;;50,4;;;;2004;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;pritličje;2;50,4;43;-;;;;
363671;2015;GORENJI LOGATEC;LOGATEC;429;14;;LOGATEC;TABOR;29;;14;2;1;;;;85,4;;;;1800;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;3;85,4;63,8; Klet, shramba;63,8;;;
363672;1749;GAMELJNE;LJUBLJANA;164;2;;SREDNJE GAMELJNE;SREDNJE GAMELJNE;37;;2;5;0;2;;;53;;;;1940;1220301 - Poslovni prostori;pritličje;;32,1;32,1;-;;;;
363672;1749;GAMELJNE;LJUBLJANA;174;1;;;;;;;4;0;;;;51;;;;1976;1242001 - Samostoječa garaža, vrstna garaža;pritličje;;31,4;31,4;-;;;;
363673;1736;BRINJE I;LJUBLJANA;1019;38;;Ljubljana;Vojkova cesta;77;;38;2;0;;;;80;;;;1981;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;3;81,3;72; Klet, shramba | Zaprt balkon;;;;
363674;2015;GORENJI LOGATEC;LOGATEC;1035;5;;LOGATEC;TABOR;29;A;5;2;1;;;;39,5;;;;2011;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;1;39,5;28,6; Klet, shramba | Odprt balkon | Zaprta loža;28,6;;;
363675;1366;LEDINA;SEVNICA;795;1;;;;;;;4;0;;;;62;;;;1995;1242001 - garaža;pritličje;;62;50,4;-;;;;
363676;1696;RUDNIK;ŠKOFLJICA;1561;1;;Lavrica;Pot na Debeli hrib;56;;;11;0;;;;185;;400;;1800;1242001 - Samostoječa garaža, vrstna garaža;pritličje;;121;121;-;;;;
363677;2122;HUJE;KRANJ;170;1;;KRANJ;SKALICA;15;;;2;1;;;;40;0;;031 883 041;1920;1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem;pritličje;5;298,2;131,7; Drvarnica | Garaža | Garderoba | Klet, shramba | Kurilnica | Nedokončani prostori | Odprt balkon | Stopnišče | Sušilnica, pralnica;;;;
363678;992;POLZELA;POLZELA;1987;17;;POLZELA;GLAVNI TRG;51;;17;2;1;;;;69,5;1;275;041 362 601;2009;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;69,9;58,9; Klet, shramba | Odprt balkon;;;;
363679;1132;PRIMOŽ;ŠENTJUR;600;1;;PRIMOŽ PRI ŠENTJURJU;PRIMOŽ PRI ŠENTJURJU;44;;;2;0;;;;28;;;;1976;1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem;pritličje;4;457,7;139,2; Garaža | Klet, shramba | Kurilnica | Odprt balkon | Podstrešje | Stopnišče;;;;
363680;1132;PRIMOŽ;ŠENTJUR;600;1;;PRIMOŽ PRI ŠENTJURJU;PRIMOŽ PRI ŠENTJURJU;44;;;2;0;;;;42;;;;1976;1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem;pritličje;4;457,7;139,2; Garaža | Klet, shramba | Kurilnica | Odprt balkon | Podstrešje | Stopnišče;;;;
363681;1723;VIČ;LJUBLJANA;2484;38;;LJUBLJANA;JADRANSKA ULICA;2;;23;2;1;;;;49,5;1;200;;1963;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;49,5;44,4; Klet, shramba | Odprt balkon;;;;
363682;678;SPODNJE RADVANJE;MARIBOR;1491;13;;Maribor;Ljubljanska ulica;104;;13;2;1;;;;37,7;;;031 371 034;1975;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;1;37,7;35; Klet, shramba;;;;
363683;2524;TRNOVO;ILIRSKA BISTRICA;1320;4;;ILIRSKA BISTRICA;VOJKOV DREVORED;2;;4;2;1;;;;73,26;;;;1959;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;3;79;68,6; Drvarnica | Klet, shramba | Odprt balkon;;;;
363684;123;TROPOVCI;TIŠINA;71;1;;TROPOVCI;KRIŽNA ULICA;17;;;1;1;;;;58;;;Delno;1955;1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem;pritličje;3;107,3;61,1; Klet, shramba | Kurilnica;;;;
363685;2626;IZOLA;IZOLA;5626;5;;Izola;Smrekarjeva ulica;11;;4;2;1;;;;40;;;;1800;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;44,6;41,6; Klet, shramba;;;;
363686;2626;IZOLA;IZOLA;5626;4;;Izola;Smrekarjeva ulica;11;;3;2;1;;;;26;1;250;;1800;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;1;30,7;27,7; Klet, shramba;;;;
363687;2626;IZOLA;IZOLA;5626;7;;IZOLA;SMREKARJEVA ULICA;11;;6;16;1;;;;15;0;50;;1800;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;70,4;65,4; Odprt balkon;;;;
363688;2626;IZOLA;IZOLA;5626;7;;IZOLA;SMREKARJEVA ULICA;11;;6;16;1;;;;15;0;50;;1800;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;70,4;65,4; Odprt balkon;;;;
363689;2626;IZOLA;IZOLA;5626;7;;IZOLA;SMREKARJEVA ULICA;11;;6;16;1;;;;15;0;50;;1800;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;70,4;65,4; Odprt balkon;;;;
363690;2606;SEMEDELA;KOPER;3584;2;;KOPER;PRISOJNA POT;1;;2;2;1;;;;50;;;;1968;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;drugo;0;120,6;76,3;-;;;;
363691;2636;BEŽIGRAD;LJUBLJANA;2701;9;Vojkova 2;Ljubljana;Vojkova cesta;2;;8;2;1;;;;37,2;;;;1980;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;1;37,2;34,1; Klet, shramba;;;;
363692;1737;TABOR;LJUBLJANA;234;305;;Ljubljana;Kotnikova ulica;20;;305;2;1;;;;33,8;;;;1992;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;1;40,6;33,8; Klet, shramba | Stopnišče;;;;
363694;617;VOSEK;PESNICA;259;2;;Vosek;Vosek;22;A;2;9;1;;;;39,1;1;1400;delno opremljen prostor;2006;1211202 - Restavracija, gostilna;pritličje;0;77,5;50; Odprta terasa;;;;
363695;657;MARIBOR-GRAD;MARIBOR;2113;2;;MARIBOR;MLINSKA ULICA;33;;2;14;0;;;;118;;200;;1963;1230301 - Bencinski servis za maloprodajo;pritličje;;115,5;115,5;-;;;;
363696;2392;AJDOVŠČINA;AJDOVŠČINA;1059;4;;Ajdovščina;Vipavska cesta;4;C;4;9;1;;;;41,5;1;700;;2000;1211202 - Restavracija, gostilna;pritličje;;41,5;41,5;-;;;;
363697;1732;ŠTEPANJA VAS;LJUBLJANA;1377;1;;Ljubljana;Litijska cesta;31;;;9;1;;;;38,5;0;1300;delno opremljen lokal;2010;1230301 - Bencinski servis za maloprodajo;pritličje;;194,4;194,4;-;;;;
367811;2105;BRITOF;KRANJ;105;2;k1-skladišče;BRITOF;BRITOF;96;A;2;4;1;;;;70;;;;1996;1220301 - Poslovni prostori;pritličje;;301,2;301,2;-;;;;
367812;2605;KOPER;KOPER;1199;304;;KOPER;FERRARSKA ULICA;12;;304;8;1;2;;;40,4;;;;1980;1230401 - Prostori za storitvene dejavnosti;pritličje;;40,4;40,4;-;40,4;;;
367813;392;KRČEVINA PRI PTUJU;PTUJ;572;409;;PTUJ;ULICA 5. PREKOMORSKE;9;;409;2;1;;;;54;;;;1984;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;54;49; Klet, shramba | Odprt balkon;;;;
367814;1726;ŠENTPETER;LJUBLJANA;494;4;;LJUBLJANA;ŠLAJMERJEVA ULICA;1;;;5;0;2;;;16;;;;1939;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;drugo;0;103,3;82,6;-;16;;;
367815;1732;ŠTEPANJA VAS;LJUBLJANA;1430;1;bar;LJUBLJANA;PESARSKA CESTA;12;;;9;1;2;;;145,2;;;;2017;1265001 - Športna dvorana;pritličje;;1844,9;1844,9;-;145,2;1;1;50
367816;1695;KARLOVŠKO PREDMESTJE;LJUBLJANA;385;8;;LJUBLJANA;OB DOLENJSKI ŽELEZNICI;12;;;5;0;3;;;32;;;;1993;1220301 - Poslovni prostori;nadstropje;;37,5;32;-;32;;;
367817;706;OREHOVA VAS;HOČE-SLIVNICA;8;1;P03;OREHOVA VAS;LETALIŠKA CESTA;8;;1;6;0;2;;;19;;;;2015;1241007 - Letališče;pritličje;;8728,1;8728,1;-;;;;
367818;653;KOŠAKI;MARIBOR;998;1;Delovna soba;MARIBOR;KOŠAŠKI DOL;45; ;;16;0;;;;8,6;;;;2017;1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem;pritličje;5;152,8;134,5; Garderoba | Garderoba | Klet, shramba | Klet, shramba | Stopnišče | Stopnišče;8,6;;;
367818;653;KOŠAKI;MARIBOR;998;1;Tehnični prostor;MARIBOR;KOŠAŠKI DOL;45;;;16;0;;;;3;;;;2017;1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem;pritličje;5;152,8;134,5; Garderoba | Garderoba | Klet, shramba | Klet, shramba | Stopnišče | Stopnišče;3;;;
367819;1730;MOSTE;LJUBLJANA;288;1;;;;;;;8;0;2;;;601,51;;;;1960;1230102 - Pokrita tržnica;pritličje;;1100;1100;-;601,51;;;
367820;2316;VRTOJBA;ŠEMPETER-VRTOJBA;24;2;;VRTOJBA;MEDNARODNI PREHOD;1;;2;5;1;;;;178;0;373,8;;1980;1220301 - Poslovni prostori;pritličje;;259,5;259,5;-;;;;
367822;2316;VRTOJBA;ŠEMPETER-VRTOJBA;24;2;;VRTOJBA;MEDNARODNI PREHOD;1;;2;5;1;3;;;178;;;;1980;1220301 - Poslovni prostori;pritličje;;259,5;259,5;-;;;;
367824;2636;BEŽIGRAD;LJUBLJANA;100;9;;Ljubljana;Mašera-Spasićeva ulica;11;;9;2;1;;;;61,7;1;500;;1966;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;61,7;60,8; Klet, shramba;;;;
367825;1696;RUDNIK;LJUBLJANA;2911;1;;LJUBLJANA;CVETKOVA ULICA;35;;1;5;1;3;;;115;;;;2000;1220301 - Poslovni prostori;pritličje;;227,8;103,3;-;115;;;
367826;1972;SENICA;MEDVODE;622;1;622;LADJA;LADJA;14;;;11;1;;;;236,8;;;;2003;1251001 - Industrijski del stavbe;pritličje;;236,8;236,8;-;236,8;;;
367828;706;OREHOVA VAS;HOČE-SLIVNICA;13;1;;;;;;;5;0;2;;;12;;;;1980;1241007 - Letališče;pritličje;;56,3;56,3;-;12;;;
367829;1886;ZAGORJE-MESTO;ZAGORJE OB SAVI;94;102;;ZAGORJE OB SAVI;CESTA BORISA KIDRIČA;4;B;102;2;0;;;;32;;;;1976;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;1;32;32;-;;;;
367830;997;GOTOVLJE;ŽALEC;1080;5;5;ŽALEC;ULICA HEROJA STANETA;7;;5;2;0;;;;24,53;;;;1979;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;pritličje;1;24,5;22; Klet, shramba;24,53;;;
367831;1074;SPODNJA HUDINJA;CELJE;733;47;;CELJE;ULICA FRANKOLOVSKIH ŽRTEV;34;;44;2;1;;;;52,2;1;250;;1970;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;drugo;2;52,2;47,6; Klet, shramba | Odprta loža;;;;
367832;2191;ŽELEČE;BLED;243;24;;BLED;LJUBLJANSKA CESTA;4;;24;9;1;2;;;56,8;;;;1989;1230101 - Nakupovalni center;pritličje;;56,8;56,8;-;56,8;0;;
367833;1723;VIČ;LJUBLJANA;10031;106;106;;;;;;2;0;;;;35,88;;;;2016;1274015 - Shramba;klet;;4,6;4,6;-;35,88;;;
367834;2626;IZOLA;IZOLA;2188;193;;IZOLA;TOMAŽIČEVA ULICA;4;A;193;4;0;;;;16,3;;;;2004;1242002 - garaža v garažni hiši;klet;;16,3;;-;16,3;;;
367835;1695;KARLOVŠKO PREDMESTJE;LJUBLJANA;385;6;;LJUBLJANA;OB DOLENJSKI ŽELEZNICI;12;;;5;1;3;;;20;;;;1993;1220301 - Poslovni prostori;nadstropje;;37,1;35;-;20;;;
367836;1725;AJDOVŠČINA;LJUBLJANA;1443;1;;Ljubljana;Šubičeva ulica;3;A;1;3;0;;;;178,1;;;;1971;1242002 - Garaža;klet;;16403,3;16403,3;-;;;;
367837;1725;AJDOVŠČINA;LJUBLJANA;1443;1;;Ljubljana;Šubičeva ulica;3;A;1;3;0;;;;13,7;;;;1971;1242002 - Garaža;klet;;16403,3;16403,3;-;;;;
367838;1735;STOŽICE;LJUBLJANA;1709;1;;;;;;;3;0;;;;364,5;;;;1993;1242002 - Garaža;pritličje;;3300,5;3300,5;-;;;;
367839;2100;KRANJ;KRANJ;1832;7;PRAVNA SLUŽBA;KRANJ;SLOVENSKI TRG;3;;7;5;1;2;;;10,56;;;;1958;1220301 - Poslovni prostori;klet;;81;81;-;;;;
367842;1728;LJUBLJANA MESTO;LJUBLJANA;162;7;;LJUBLJANA;STARI TRG;6;;7;2;1;;;;59,2;;;;1982;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;mansarda;3;59,2;57; Klet, shramba;;;;
367843;1728;LJUBLJANA MESTO;LJUBLJANA;162;7;;LJUBLJANA;STARI TRG;6;;7;2;1;;;;59,2;;;;1982;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;mansarda;3;59,2;57; Klet, shramba;;;;
367844;199;ŠRATOVCI;RADENCI;545;2;;RADENCI;RADGONSKA CESTA;29;;;5;0;3;;;51,57;;;;1999;1220301 - Poslovni prostori;mansarda;;351,8;314,8;-;51,57;;;
367845;2455;SEŽANA;SEŽANA;1704;2;P 8;SEŽANA;PARTIZANSKA CESTA;82;;4;11;0;;;;35,4;;;;1953;1220301 - Poslovni prostori;pritličje;;1512,3;1497,3;-;35,4;;;
367846;88;PROSENJAKOVCI;MORAVSKE TOPLICE;11;3;;;;;;;5;0;2;;;12;0;42;;1954;1272103 - Prostor za pastoralno dejavnost;;;;;-;;;;
367847;2455;SEŽANA;SEŽANA;2688;1;C 2;SEŽANA;KRAŠKA ULICA;2;;;11;0;;;;20;;;;2006;1220301 - Poslovni prostori;nadstropje;;1793,2;1793,2;-;;;;
367848;2100;KRANJ;KRANJ;515;22;;KRANJ;NAZORJEVA ULICA;1; ;11;5;1;3;;;53,72;;;;2003;1220301 - Poslovni prostori;nadstropje;;107,5;107,5;-;53,72;;;
367848;2100;KRANJ;KRANJ;515;13;;KRANJ;NAZORJEVA ULICA;1;;13;14;1;;;;10,04;;;;2003;1274003 - Klet;nadstropje;;40,2;40,2;-;10,04;;;
367849;659;TABOR;MARIBOR;1880;7;;MARIBOR;FRAMSKA ULICA;4;;7;2;1;;;;21,4;;;;1962;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;1;21,4;18,5; Klet, shramba;18,5;;;
367851;1115;SLOVENSKE KONJICE;SLOVENSKE KONJICE;2314;1;;SLOVENSKE KONJICE;LIPTOVSKA ULICA;34;F;;11;0;;;;156;;;;1967;1251001 - Industrijski del stavbe;pritličje;;500;500;-;;;;
367852;1075;OSTROŽNO;CELJE;2609;1;NARAKS;CELJE;IPAVČEVA ULICA;25;;;14;1;;;;320;;;;1967;1251001 - Industrijski del stavbe;pritličje;;3924;3924;-;320;;;
367856;1725;AJDOVŠČINA;LJUBLJANA;322;4;;LJUBLJANA;TAVČARJEVA ULICA;4;;4;2;0;;;;89,5;;;;1905;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;3;89,5;83,8; Klet, shramba;83,8;;;
367857;1730;MOSTE;LJUBLJANA;4100;100;245;LJUBLJANA;LESKOŠKOVA CESTA;9;E;100;4;0;;;;12;;;;2004;1242002 - garaža v garažni hiši;klet;;12;12;-;12;;;
367858;964;VELENJE;VELENJE;5;15;;VELENJE;KARDELJEV TRG;11;;15;2;1;;;;58,73;;;;1981;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;60,4;55,6; Klet, shramba | Odprta loža;58,73;;;
367859;681;POBREŽJE;MARIBOR;2189;1;;;;;;;4;0;;;;145;;;;1995;1242001 - garaža;pritličje;;14,5;14,5;-;14,5;;;
367860;1350;SENOVO;KRŠKO;682;1;;SENOVO;TITOVA CESTA;73;B;;11;1;;;;180;;;;1993;1251001 - Industrijski del stavbe;pritličje;;1268,3;1268,3;-;;;;
367861;1728;LJUBLJANA MESTO;LJUBLJANA;38;1;1728-332/0-1;LJUBLJANA;CIRIL-METODOV TRG;13;;1;1;0;;;;132;1;250;;1500;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;drugo;0;429;395; Drvarnica | Stopnišče;;;;
367862;1728;LJUBLJANA MESTO;LJUBLJANA;20;9;CMT3-1-2018;LJUBLJANA;CIRIL-METODOV TRG;3;;9;2;1;;;;54;;;;1550;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;58,2;50,2; Drugo | Klet, shramba | Podstrešje | Stopnišče;54;;;
367863;1728;LJUBLJANA MESTO;LJUBLJANA;15;3;CMT-5;LJUBLJANA;CIRIL-METODOV TRG;5;;2;8;0;2;;;24;;;;1710;1230104 - Prodajalna;nadstropje;;211;178,9;-;24;;;
367864;1728;LJUBLJANA MESTO;LJUBLJANA;52;1;CMT17;LJUBLJANA;CIRIL-METODOV TRG;17;;1;2;1;;;;97,1;;;;1580;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;3;108;64; Drvarnica | Klet, shramba | Stopnišče;97,1;;;
367866;1200;ŠMARJE PRI JELŠAH;ŠMARJE PRI JELŠAH;218;6;;ŠMARJE PRI JELŠAH;CELJSKA CESTA;39;;6;2;0;;;;55;;;;1996;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;mansarda;2;55,4;53,4; Klet, shramba;55;;;
