ID Posla;Šifra KO;Ime KO;Občina;Številka stavbe;Številka dela stavbe;Interna oznaka oddanih prostorov;Naselje;Ulica;Hišna številka;Dodatek HŠ;Številka stanovanja ali poslovnega prostora;Vrsta oddanih prostorov;Opremljenost oddanih prostorov;Mikrolokacija oddanih prostorov;Izložba;Nakupovalni center;Površina oddanih prostorov;Površina oddanih prostorov enaka delu stavbe;Pogodbena najemnina posameznih oddanih prostorov;Opombe o oddanih prostorih;Leto izgradnje stavbe;Dejanska raba dela stavbe;Lega dela stavbe v stavbi;Število sob;Površina dela stavbe;Uporabna površina dela stavbe;Prostori dela stavbe;Uporabna površina oddanih prostorov;Gostinski vrt;Vključenost gostinskega vrta v najemnino;Površina gostinskega vrta
386965;2119;ŠENČUR;ŠENČUR;1467;397;;ŠENČUR;POSLOVNA CONA A;2;;81;5;0;3;;;211,9;;;;2009;1220301 - Poslovni prostori;nadstropje;;211,9;211,9; poslovni prostor;;;;
386965;2119;ŠENČUR;ŠENČUR;1467;399;;ŠENČUR;POSLOVNA CONA A;2;;83;5;0;3;;;3,6;;;;2009;1274020 - Stopnišče, hodnik;nadstropje;;3,6;3,6; skupni komunikacijski prostor;;;;
386965;2119;ŠENČUR;ŠENČUR;1467;403;;ŠENČUR;POSLOVNA CONA A;2;;86;5;0;3;;;78,8;;;;2009;1220301 - Poslovni prostori;nadstropje;;78,8;78,8; poslovni prostor;;;;
386965;2119;ŠENČUR;ŠENČUR;1467;404;;ŠENČUR;POSLOVNA CONA A;2;;87;5;0;3;;;59,2;;;;2009;1220301 - Poslovni prostori;nadstropje;;59,2;59,2; poslovni prostor;;;;
386965;2119;ŠENČUR;ŠENČUR;1467;400;;ŠENČUR;POSLOVNA CONA A;2;;84;14;0;;;;2,15;;;;2009;1274020 - Stopnišče, hodnik;nadstropje;;4,3;4,3; skupni komunikacijski prostor;;;;
386965;2119;ŠENČUR;ŠENČUR;1467;391;;ŠENČUR;POSLOVNA CONA A;2;;78;14;0;;;;7,71;;;;2009;1220301 - Poslovni prostori;nadstropje;;54,8;54,8; poslovni prostor;;;;
386965;2119;ŠENČUR;ŠENČUR;1467;394;;ŠENČUR;POSLOVNA CONA A;2;;80;14;0;;;;2,08;;;;2009;1220301 - Poslovni prostori;nadstropje;;14,8;14,8; poslovni prostor;;;;
386965;2119;ŠENČUR;ŠENČUR;1467;405;;ŠENČUR;POSLOVNA CONA A;2;;88;14;0;;;;2,29;;;;2009;1220301 - Poslovni prostori;nadstropje;;16,3;16,3; poslovni prostor;;;;
386965;2119;ŠENČUR;ŠENČUR;1467;406;;ŠENČUR;POSLOVNA CONA A;2;;89;14;0;;;;4,15;;;;2009;1274020 - Stopnišče, hodnik;nadstropje;;29,5;29,5; skupni komunikacijski prostor;;;;
386965;2119;ŠENČUR;ŠENČUR;1467;407;;ŠENČUR;POSLOVNA CONA A;2;;90;14;0;;;;1,67;;;;2009;1220301 - Poslovni prostori;nadstropje;;11,9;11,9; poslovni prostor;;;;
387086;2302;KROMBERK;NOVA GORICA;6;10;ambulanta št. 4;KROMBERK;ULICA VINKA VODOPIVCA;21;;1;7;0;2;;;48,4;;;;2000;1264002 - Klinika, ambulanta;pritličje;;1069,1;1069,1; poslovni prostor;48,4;;;
387673;1456;NOVO MESTO;NOVO MESTO;81;8;0;Novo mesto;Kočevarjeva ulica;10;B;8;2;0;;;;60,15;1;;;1981;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;62;56,6; bivalni prostor | klet | odprta terasa, balkon, loža;;;;
387722;1727;POLJANSKO PREDMESTJE;LJUBLJANA;1066;34;;LJUBLJANA;BARVARSKA STEZA;6;;34;2;1;;;;109;;;;2008;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;3;109;98,5; bivalni prostor | zaprta terasa, balkon, loža;98,5;;;
387722;1727;POLJANSKO PREDMESTJE;LJUBLJANA;1066;294;;;;;;;14;1;;;;6,4;;;;2008;1274012 - Kurilnica;klet;;6,4;6,4; klet;6,4;;;
387722;1727;POLJANSKO PREDMESTJE;LJUBLJANA;1066;107;;;;;;;4;1;;;;12;;;;2008;1242002 - garaža v garažni hiši;klet;;12;12; garaža;12;;;
387746;1484;ŠMIHEL PRI NOVEM MESTU;NOVO MESTO;300;8;0;Novo mesto;Šegova ulica;4;;8;2;0;;;;34,8;1;;;1978;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;1;36,9;34,1; bivalni prostor | klet;;;;
387813;1456;NOVO MESTO;NOVO MESTO;129;72;0;Novo mesto;Seidlova cesta;24;;2;2;0;;;;49,4;1;;;1983;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;klet;1;51,5;45,2; bivalni prostor | klet | odprta terasa, balkon, loža;;;;
387823;1737;TABOR;LJUBLJANA;230;67;;LJUBLJANA;TRDINOVA ULICA;9;;67;3;0;;;;12;;;;1980;1242003 - Pokrito parkirišče;nadstropje;;2997,8;1462,5; parkirni prostor;;;;
387861;1484;ŠMIHEL PRI NOVEM MESTU;NOVO MESTO;778;25;0;Novo mesto;Ulica Slavka Gruma;92;;25;2;0;;;;46,85;1;;;1993;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;mansarda;2;48,8;35,5; bivalni prostor | klet;;;;
387897;1737;TABOR;LJUBLJANA;230;4;;LJUBLJANA;TRDINOVA ULICA;9;;4;3;0;;;;12;;;;1980;1242003 - Pokrito parkirišče;klet;;5276,9;2562,5; parkirni prostor;;;;
387928;1737;TABOR;LJUBLJANA;230;4;;LJUBLJANA;TRDINOVA ULICA;9;;4;3;0;;;;12;;;;1980;1242003 - Pokrito parkirišče;klet;;5276,9;2562,5; parkirni prostor;;;;
387948;1737;TABOR;LJUBLJANA;230;4;;LJUBLJANA;TRDINOVA ULICA;9;;4;3;0;;;;12;;;;1980;1242003 - Pokrito parkirišče;klet;;5276,9;2562,5; parkirni prostor;;;;
387956;1737;TABOR;LJUBLJANA;230;4;;LJUBLJANA;TRDINOVA ULICA;9;;4;3;0;;;;12;;;;1980;1242003 - Pokrito parkirišče;klet;;5276,9;2562,5; parkirni prostor;;;;
387960;1483;KANDIJA;NOVO MESTO;795;48;0;Novo mesto;Ragovska ulica;10;;28;2;0;;;;26,15;1;;;1974;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;1;27,1;24,8; bivalni prostor | klet;;;;
387968;1737;TABOR;LJUBLJANA;230;4;;LJUBLJANA;TRDINOVA ULICA;9;;4;3;0;;;;12;;;;1980;1242003 - Pokrito parkirišče;klet;;5276,9;2562,5; parkirni prostor;;;;
387974;1737;TABOR;LJUBLJANA;230;4;;LJUBLJANA;TRDINOVA ULICA;9;;4;3;0;;;;12;;;;1980;1242003 - Pokrito parkirišče;klet;;5276,9;2562,5; parkirni prostor;;;;
387982;1737;TABOR;LJUBLJANA;230;4;;LJUBLJANA;TRDINOVA ULICA;9;;4;3;0;;;;12;;;;1980;1242003 - Pokrito parkirišče;klet;;5276,9;2562,5; parkirni prostor;;;;
388026;1737;TABOR;LJUBLJANA;230;64;;LJUBLJANA;TRDINOVA ULICA;9;;64;3;0;;;;18;;;;1980;1274020 - Stopnišče, hodnik;nadstropje;;7,7;7,7; skupni komunikacijski prostor;;;;
388050;1737;TABOR;LJUBLJANA;230;64;;LJUBLJANA;TRDINOVA ULICA;9;;64;3;0;;;;12;;;;1980;1274020 - Stopnišče, hodnik;nadstropje;;7,7;7,7; skupni komunikacijski prostor;;;;
388057;1447;GORENJA STRAŽA;STRAŽA;1009;13;;STRAŽA;POD VINOGRADI;5;;13;2;0;;;;50,7;1;;;1978;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;50,3;40,7; bivalni prostor;;;;
388079;1737;TABOR;LJUBLJANA;230;64;;LJUBLJANA;TRDINOVA ULICA;9;;64;3;0;;;;12;;;;1980;1274020 - Stopnišče, hodnik;nadstropje;;7,7;7,7; skupni komunikacijski prostor;;;;
388103;1737;TABOR;LJUBLJANA;230;64;;LJUBLJANA;TRDINOVA ULICA;9;;64;3;0;;;;12;;;;1980;1274020 - Stopnišče, hodnik;nadstropje;;7,7;7,7; skupni komunikacijski prostor;;;;
388147;1737;TABOR;LJUBLJANA;230;64;;LJUBLJANA;TRDINOVA ULICA;9;;64;3;0;;;;12;;;;1980;1274020 - Stopnišče, hodnik;nadstropje;;7,7;7,7; skupni komunikacijski prostor;;;;
