ID Posla;Vrsta najemnega posla;Datum uveljavitve;Datum sklenitve pogodbe;Pogodbena najemnina;Vključenost obratovalnih stroškov v najemnino;Vključenost DDV;Stopnja DDV;Datum začetka najema;Datum prenehanja najema;Čas najema;Trajanje najema;Datum zaključka najema /Datum predčasne prekinitve najema;Opombe o pravnem poslu;Posredovanje nepremičninske agencije;Datum zadnje spremembe posla;Datum zadnje uveljavitve posla;Vrsta akta;Tržnost posla
358692;1;04.01.2018;01.01.2018;390;0;0;;01.01.2018;30.06.2018;1;6;30.06.2018;;;12.07.2021;04.01.2018;1;4
358700;1;04.01.2018;18.12.2017;220;0;0;;01.01.2018;31.12.2020;1;36;31.12.2020;;0;15.11.2021;04.01.2018;1;4
358750;1;04.01.2018;22.12.2017;100;0;0;;22.12.2017;30.04.2018;1;5;30.04.2018;;0;12.07.2021;04.01.2018;2;4
358753;1;04.01.2018;22.12.2017;100;0;0;;22.12.2017;21.12.2018;1;12;21.12.2018;;0;12.07.2021;04.01.2018;1;4
358758;1;04.01.2018;30.12.2017;200;0;0;;30.12.2017;;2;;29.12.2018;;0;12.07.2021;04.01.2018;2;4
358820;1;04.01.2018;14.10.2017;60;0;0;;01.11.2017;30.11.2017;1;1;30.11.2017;;0;12.07.2021;04.01.2018;2;4
358823;1;04.01.2018;02.06.2017;117;0;0;;02.06.2017;;2;;;;0;30.07.2019;04.01.2018;1;4
358827;1;04.01.2018;16.12.2015;3250;0;0;;01.01.2018;31.12.2018;1;12;31.12.2018;;;12.07.2021;04.01.2018;1;4
358853;1;05.01.2018;19.12.2017;80,27;0;0;;01.01.2018;30.06.2018;1;6;31.01.2018;Razlog predčasnega zaključka : selitev iz stanovanja;0;30.07.2019;05.01.2018;1;4
358897;1;05.01.2018;15.11.2017;226,92;1;1;4;01.01.2018;31.12.2018;1;12;31.12.2018;;1;30.07.2019;05.01.2018;2;4
358902;1;05.01.2018;01.12.2017;200;0;0;;01.12.2017;01.11.2018;1;11;01.11.2018;;0;12.07.2021;05.01.2018;1;4
358908;1;05.01.2018;01.01.2018;100;0;0;;01.01.2018;30.09.2018;1;9;30.09.2018;;1;30.07.2019;05.01.2018;1;4
358929;1;05.01.2018;28.12.2017;2500;0;0;;01.01.2018;;2;;;;0;30.07.2019;05.01.2018;1;4
358943;1;05.01.2018;30.06.2017;150;0;0;;01.07.2017;30.04.2018;1;10;30.04.2018;;0;12.07.2021;05.01.2018;2;4
358956;1;05.01.2018;18.10.2017;200;0;0;;18.10.2017;18.09.2018;1;11;18.09.2018;Razlog predčasnega zaključka : selitev;0;12.07.2021;05.01.2018;1;4
358966;1;05.01.2018;15.12.2017;107;0;0;;01.01.2018;31.12.2028;1;132;;;0;30.07.2019;05.01.2018;1;4
358990;1;05.01.2018;29.12.2017;189;1;0;;01.01.2018;31.12.2018;1;12;31.12.2018;;0;30.07.2019;05.01.2018;2;4
358994;1;06.01.2018;01.05.2017;100;1;0;;01.05.2017;30.04.2018;1;12;30.04.2018;;0;30.07.2019;06.01.2018;1;4
359013;1;07.01.2018;05.12.2017;350;1;0;;01.01.2018;30.11.2018;1;11;30.11.2018;;0;30.07.2019;07.01.2018;1;4
359030;1;07.01.2018;01.01.2018;200;1;0;;01.01.2018;30.11.2018;1;11;30.11.2018;;0;30.07.2019;07.01.2018;1;4
359068;1;08.01.2018;01.09.2016;320;0;0;;01.09.2016;31.08.2018;1;24;31.08.2018;;;12.07.2021;08.01.2018;1;4
359092;1;08.01.2018;01.01.2018;100;0;0;;01.01.2018;31.12.2018;1;12;31.12.2018;;0;30.07.2019;08.01.2018;1;4
359105;1;08.01.2018;30.10.2017;250;0;0;;01.11.2017;01.04.2018;1;5;01.04.2018;;0;12.07.2021;08.01.2018;1;4
359119;1;08.01.2018;20.12.2017;370;0;0;;20.12.2017;19.12.2018;1;12;19.12.2018;;0;12.07.2021;08.01.2018;1;4
359121;1;08.01.2018;01.01.2018;140;0;0;;01.01.2018;31.12.2019;1;24;31.12.2019;;0;12.07.2021;08.01.2018;1;4
359140;1;08.01.2018;01.06.2017;1281;0;1;4;01.06.2017;31.08.2020;1;39;31.08.2020;Skupna mesečna najemnina je najemnina za poslovni prostor in 8 notranjih parkirnih mest.;0;01.09.2020;08.01.2018;1;4
359165;1;08.01.2018;31.12.2017;213,54;0;0;;01.01.2018;;2;;;18-02-13-0;0;30.07.2019;08.01.2018;1;4
359175;1;08.01.2018;31.12.2017;109,29;0;0;;01.01.2018;;2;;;18-02-33-0;0;08.01.2018;08.01.2018;1;5
359189;1;08.01.2018;31.12.2017;505,67;0;0;;01.01.2018;;2;;;18-02-56-0;0;30.07.2019;08.01.2018;1;1
359211;1;08.01.2018;31.12.2017;591,54;0;0;;01.01.2018;;2;;;18-02-98-0;0;30.07.2019;08.01.2018;1;1
359220;1;08.01.2018;31.12.2017;560,11;0;0;;01.01.2018;;2;;;18-02-116-0;0;30.07.2019;08.01.2018;1;1
359240;1;08.01.2018;01.12.2017;150;1;0;;01.12.2017;31.10.2018;1;11;04.04.2018;Razlog predčasnega zaključka : predčasna prekinitev najemne pogobe;;30.07.2019;08.01.2018;1;4
359261;1;08.01.2018;27.11.2017;170;0;0;;01.01.2018;31.12.2018;1;12;31.12.2018;;0;30.07.2019;08.01.2018;2;4
359264;1;09.01.2018;29.12.2017;320;0;0;;01.01.2018;31.12.2018;1;12;30.12.2018;;0;30.07.2019;09.01.2018;1;4
359306;1;09.01.2018;01.01.2018;300;1;0;;01.01.2018;31.12.2020;1;36;31.12.2020;pogodba z možnostjo odkupa ali podaljšanja najemnega razmerja;0;01.01.2021;09.01.2018;1;1
359311;1;09.01.2018;28.12.2017;50;1;0;;01.01.2018;31.12.2018;1;12;31.12.2018;;;30.07.2019;09.01.2018;1;4
359316;1;09.01.2018;05.01.2018;410;0;0;;05.01.2018;;2;;;;1;12.07.2021;09.01.2018;1;4
359327;1;09.01.2018;02.06.2017;450;0;0;;02.06.2017;01.04.2018;1;10;01.04.2018;;1;30.07.2019;09.01.2018;1;4
359371;4;09.01.2018;15.12.2016;167,14;0;1;4;19.12.2017;19.12.2017;1;0;19.12.2017;;;30.07.2019;09.01.2018;1;4
359381;2;09.01.2018;01.07.2017;210;1;0;;01.07.2017;;2;;;;0;12.07.2021;09.01.2018;1;4
359396;1;09.01.2018;15.11.2017;250;1;0;;15.11.2017;14.12.2017;1;1;14.12.2017;;0;12.07.2021;09.01.2018;2;4
359400;1;09.01.2018;01.10.2017;300;0;0;;01.10.2017;01.09.2018;1;11;01.09.2018;;0;12.07.2021;09.01.2018;2;4
359426;1;09.01.2018;30.11.2017;487,53;0;1;4;30.11.2017;29.11.2018;1;12;29.11.2018;;0;30.07.2019;09.01.2018;2;4
359427;1;09.01.2018;11.12.2017;700;0;0;;03.01.2018;01.01.2019;1;12;01.01.2019;;;12.07.2021;09.01.2018;1;4
359466;1;10.01.2018;09.01.2018;3100;1;0;;01.02.2018;31.07.2019;1;18;25.07.2018;Razlog predčasnega zaključka : Prekinitev najemnega razmerja.;1;30.07.2019;10.01.2018;2;4
359488;2;10.01.2018;01.09.2017;410,91;1;0;;01.09.2017;;2;;;;0;12.07.2021;10.01.2018;1;4
359523;1;10.01.2018;01.01.2018;100;0;0;;01.01.2018;31.12.2018;1;12;31.12.2018;;;12.07.2021;10.01.2018;1;4
359558;1;10.01.2018;30.11.2017;220;1;0;;30.11.2017;30.11.2018;1;12;30.11.2018;;0;12.07.2021;10.01.2018;1;4
359587;1;10.01.2018;22.12.2017;256,6;1;1;4;01.01.2018;14.10.2018;1;10;14.10.2018;Povišanje mesečne najemnine. ;0;30.07.2019;10.01.2018;2;4
359592;1;10.01.2018;27.06.2017;120;0;0;;01.07.2017;30.06.2018;1;12;30.06.2018;;;30.07.2019;10.01.2018;1;4
359594;1;10.01.2018;01.05.2017;220;0;0;;01.05.2017;01.05.2018;1;12;01.05.2018;;0;30.07.2019;10.01.2018;1;4
359601;1;18.01.2018;16.10.2017;1800;1;0;;16.10.2017;15.10.2018;1;12;15.10.2018;;0;30.07.2019;18.01.2018;1;3
359607;1;10.01.2018;30.08.2017;400;1;0;;01.10.2017;30.09.2018;1;12;30.09.2018;;0;14.02.2020;10.01.2018;2;4
359641;1;11.01.2018;01.11.2017;120;0;0;;01.11.2017;30.10.2018;1;12;30.10.2018;;0;12.07.2021;11.01.2018;1;4
359647;1;11.01.2018;01.01.2018;158;1;1;4;01.01.2018;31.12.2018;1;12;31.12.2018;;0;30.07.2019;11.01.2018;1;4
359654;1;11.01.2018;14.11.2017;825;0;0;;14.11.2017;;2;;;;1;12.07.2021;11.01.2018;1;4
359665;1;11.01.2018;29.12.2017;18,3;0;1;4;01.01.2018;31.12.2018;1;12;31.12.2018;;;30.07.2019;11.01.2018;1;4
359693;1;11.01.2018;10.01.2018;190;0;0;;10.01.2018;10.01.2023;1;60;;;0;30.07.2019;11.01.2018;1;4
359703;1;11.01.2018;01.01.2018;100;0;0;;01.01.2018;30.11.2018;1;11;30.11.2018;;0;30.07.2019;11.01.2018;1;4
360256;1;11.01.2018;11.09.2000;64;1;1;2;01.12.2017;31.12.2017;1;1;31.12.2017;;;11.01.2018;11.01.2018;1;4
360726;1;11.01.2018;11.12.2017;267,91;0;0;;11.12.2017;;2;;;;0;30.07.2019;11.01.2018;1;4
361085;1;11.01.2018;01.01.2018;150;1;0;;01.01.2018;31.12.2018;1;12;31.12.2018;;0;12.07.2021;11.01.2018;1;4
362650;1;11.01.2018;06.01.2018;300;0;0;;06.01.2018;06.01.2019;1;12;06.01.2019;;;12.07.2021;11.01.2018;1;4
362671;1;11.01.2018;22.11.2017;3014,21;0;1;4;22.11.2017;28.02.2018;1;4;28.02.2018;Gre za novo najemno pogodbo, sklenjeno, 27.12.2017 (aplikacija ne dopušča vnosa tega podatka), ki vključuje najema obeh:  Najem pisarniških prostorov: 22.11.2017 - 28.02.2018 Najem skladiščni prostorov: 08.01.2017 - 28.02.2018;;30.07.2019;11.01.2018;1;4
362695;1;11.01.2018;20.06.2016;741,63;0;0;;01.07.2017;30.06.2022;1;60;;;0;30.07.2019;11.01.2018;1;4
362737;1;12.01.2018;30.12.2017;230;0;0;;01.01.2018;31.12.2018;1;12;31.12.2018;;0;12.07.2021;12.01.2018;2;4
362815;2;12.01.2018;01.01.2018;125;0;0;;01.01.2018;30.11.2018;1;11;30.11.2018;;0;12.07.2021;12.01.2018;1;4
362830;1;12.01.2018;11.12.2017;85;0;1;4;11.12.2017;;2;;15.01.2018;Razlog predčasnega zaključka : odpoved;;30.07.2019;12.01.2018;1;4
362853;1;12.01.2018;16.01.2017;300;0;0;;16.01.2017;;2;;31.08.2018;Razlog predčasnega zaključka : Prekinitev;0;12.07.2021;12.01.2018;1;4
362856;2;12.01.2018;30.11.2017;380;0;0;;01.12.2017;;2;;;;;12.07.2021;12.01.2018;1;4
362868;1;12.01.2018;20.11.2017;4503,88;0;1;4;01.12.2017;;2;;;;0;30.07.2019;12.01.2018;1;4
362879;1;13.01.2018;01.12.2017;3900;1;1;4;01.12.2017;31.12.2022;1;61;;;0;13.01.2018;13.01.2018;1;5
362890;1;14.01.2018;21.12.2017;170;0;0;;23.12.2017;23.04.2018;1;4;23.04.2018;Stroški so pavšalni v višini ?70.;0;30.07.2019;14.01.2018;1;4
362920;1;15.01.2018;01.01.2018;390;1;0;;01.01.2018;31.12.2018;1;12;31.12.2018;;0;12.07.2021;15.01.2018;1;4
362934;1;15.01.2018;14.12.2017;840;0;0;;01.01.2018;31.12.2018;1;12;31.12.2018;;1;12.07.2021;15.01.2018;1;4
362941;1;15.01.2018;18.12.2017;320;0;0;;01.01.2018;31.12.2018;1;12;31.12.2018;;0;12.07.2021;15.01.2018;1;4
362955;1;15.01.2018;28.12.2017;100;1;0;;01.01.2018;30.04.2018;1;4;30.04.2018;;0;12.07.2021;15.01.2018;1;4
362975;2;15.01.2018;28.12.2017;2822,52;1;1;4;01.01.2018;;2;;30.09.2018;Razlog predčasnega zaključka : prekinitev;;30.07.2019;15.01.2018;1;4
362990;1;15.01.2018;01.01.2018;100;0;0;;01.01.2018;30.11.2018;1;11;30.11.2018;;0;12.07.2021;15.01.2018;1;4
362998;1;15.01.2018;29.12.2017;105;0;0;;31.12.2017;30.04.2018;1;4;30.04.2018;;0;12.07.2021;15.01.2018;2;4
363006;1;15.01.2018;18.12.2017;400;0;1;4;01.01.2018;31.12.2018;1;12;31.12.2018;;0;30.07.2019;15.01.2018;2;4
363014;2;15.01.2018;01.01.2013;737;1;0;;01.01.2013;;2;;;;0;12.07.2021;15.01.2018;1;4
363023;1;15.01.2018;29.11.2017;67,2;0;1;4;01.01.2018;31.12.2018;1;12;31.12.2018;;0;30.07.2019;15.01.2018;1;4
363042;1;15.01.2018;12.08.2017;150;0;0;;12.08.2017;12.08.2018;1;12;12.08.2018;;0;12.07.2021;15.01.2018;1;4
363070;1;15.01.2018;18.12.2017;198,73;0;0;;01.01.2018;;2;;;;0;30.07.2019;15.01.2018;1;4
363071;1;15.01.2018;01.09.2017;430;0;0;;01.09.2017;;2;;;;;12.07.2021;15.01.2018;1;4
363098;1;15.01.2018;01.12.2017;150;0;0;;15.12.2017;;2;;;;0;30.07.2019;15.01.2018;1;4
363111;1;16.01.2018;01.09.2017;550;0;0;;03.09.2017;31.12.2017;1;4;31.12.2017;;1;12.07.2021;16.01.2018;1;4
363114;4;16.01.2018;01.01.2018;160;0;0;;01.01.2018;01.01.2020;1;24;01.01.2020;Zaradi krize v sektorju mizarske dejavnosti najemojemalec ne more izplačevati "tržne" najemnine, zato smatramo da je oddajanje neprofitno.;0;12.07.2021;16.01.2018;1;4
363121;1;16.01.2018;19.12.2017;292,24;0;1;4;01.01.2018;31.12.2018;1;12;01.01.2018;Razlog predčasnega zaključka : Napačno navedena kvadratura najemniku. Sklenjen aneks.;0;30.07.2019;16.01.2018;2;4
363140;1;16.01.2018;15.09.2017;150;0;0;;16.09.2017;15.08.2018;1;11;15.08.2018;;0;12.07.2021;16.01.2018;1;4
363146;1;16.01.2018;02.03.2017;135;0;0;;01.04.2017;31.03.2020;1;36;30.04.2018;Razlog predčasnega zaključka : Prekinitev;0;12.07.2021;16.01.2018;1;4
363148;1;16.01.2018;13.12.2017;416,85;0;0;;13.12.2017;;2;;;;0;30.07.2019;16.01.2018;1;4
363154;1;16.01.2018;01.08.2017;580;0;0;;01.08.2017;01.08.2018;1;12;01.08.2018;;0;12.07.2021;16.01.2018;1;4
363187;1;16.01.2018;06.12.2017;265,98;0;0;;06.12.2017;;2;;;;0;30.07.2019;16.01.2018;1;4
363190;1;16.01.2018;08.12.2017;450;0;0;;08.12.2017;05.12.2018;1;12;05.12.2018;;0;06.12.2018;16.01.2018;1;5
363198;1;16.01.2018;15.12.2017;155,75;0;1;4;01.01.2018;31.12.2018;1;12;31.12.2018;;0;30.07.2019;16.01.2018;2;4
363212;1;16.01.2018;20.11.2017;65;1;1;4;01.12.2017;;2;;;;0;30.07.2019;16.01.2018;1;4
363213;1;16.01.2018;09.01.2018;754,02;1;1;4;01.02.2018;31.12.2018;1;11;31.12.2018;;0;30.07.2019;16.01.2018;2;4
363255;1;16.01.2018;22.12.2017;100;0;0;;22.12.2017;22.06.2018;1;6;22.06.2018;;0;12.07.2021;16.01.2018;1;4
363278;1;17.01.2018;20.12.2017;1000;0;0;;01.01.2018;31.12.2020;1;36;31.12.2020;;0;12.07.2021;17.01.2018;1;1
363290;1;17.01.2018;05.10.2017;400;0;0;;01.11.2017;;2;;;;0;12.07.2021;17.01.2018;1;4
363302;1;17.01.2018;13.12.2017;271,56;0;0;;13.12.2017;13.12.2018;1;12;13.12.2018;;0;30.07.2019;17.01.2018;1;4
363303;2;17.01.2018;01.01.2017;800;0;0;;01.01.2017;31.12.2017;1;12;31.12.2017;;0;12.07.2021;17.01.2018;1;4
363327;1;18.01.2018;19.12.2017;300;0;0;;01.01.2018;31.12.2018;1;12;31.12.2018;;0;12.07.2021;18.01.2018;1;4
363330;1;18.01.2018;13.10.2017;400;0;1;4;20.10.2017;20.10.2018;1;12;20.10.2018;;0;30.07.2019;18.01.2018;2;4
363332;1;18.01.2018;21.11.2017;50;0;0;;22.11.2017;21.10.2018;1;11;21.10.2018;;0;12.07.2021;18.01.2018;2;4
363345;1;18.01.2018;21.09.2017;750;0;0;;01.11.2017;31.10.2018;1;12;31.10.2018;;0;30.07.2019;18.01.2018;2;4
363373;1;18.01.2018;01.01.2018;340;0;0;;01.01.2018;01.01.2020;1;24;01.01.2020;;;02.01.2020;18.01.2018;1;4
363383;1;19.01.2018;23.08.2017;70;0;0;;01.09.2017;;2;;31.07.2018;Razlog predčasnega zaključka : Prekinitev;1;12.07.2021;19.01.2018;1;4
363396;1;19.01.2018;18.01.2018;134,1;0;0;;18.01.2018;17.08.2018;1;7;17.08.2018;;0;30.07.2019;19.01.2018;1;4
363402;1;19.01.2018;20.02.2017;125;0;0;;21.02.2017;24.06.2017;1;5;24.06.2017;;;30.07.2019;19.01.2018;1;4
363464;1;22.01.2018;01.01.2018;100;0;1;4;01.01.2018;;2;;;;0;30.07.2019;22.01.2018;1;4
363487;1;22.01.2018;01.10.2017;400;0;0;;01.10.2017;31.08.2018;1;11;31.08.2018;;0;12.07.2021;22.01.2018;1;4
363497;1;22.01.2018;01.09.2017;450;0;0;;01.09.2017;01.03.2018;1;6;01.03.2018;;0;12.07.2021;22.01.2018;1;4
363518;4;22.01.2018;12.01.2018;91,38;0;0;;01.02.2018;;2;;;;0;30.07.2019;22.01.2018;1;4
363530;1;22.01.2018;27.12.2017;81,4;0;0;;01.01.2018;;2;;31.05.2018;Obratovalni stroški so zaračunani naknadno;0;30.07.2019;22.01.2018;1;4
363546;1;22.01.2018;16.11.2017;180,2;0;0;;16.11.2017;;2;;14.05.2020;ANEKS ŠTEVILKA 3= 21,20 M2;0;10.08.2021;22.01.2018;2;4
363596;1;23.01.2018;11.12.2017;520;0;0;;11.12.2017;;2;;;;0;30.07.2019;23.01.2018;1;4
363628;1;23.01.2018;22.01.2018;1000;1;0;;01.02.2018;31.01.2023;1;60;;;0;30.07.2019;23.01.2018;1;4
363669;2;24.01.2018;18.10.2017;200;0;0;;01.11.2017;31.10.2018;1;12;31.10.2018;;0;12.07.2021;24.01.2018;2;4
363671;1;24.01.2018;10.11.2017;130;1;0;;10.11.2017;;2;;;;0;30.07.2019;24.01.2018;1;4
363770;1;25.01.2018;31.12.2009;5560,5;0;1;2;01.01.2010;;2;;;;0;25.01.2018;25.01.2018;1;4
363772;1;25.01.2018;01.05.2015;322,2;0;1;4;01.05.2015;;2;;;;0;30.07.2019;25.01.2018;1;4
363829;2;26.01.2018;03.01.2018;530;1;0;;03.01.2018;31.01.2018;1;1;31.01.2018;;0;30.07.2019;26.01.2018;1;4
363855;1;29.01.2018;29.01.2018;50;1;0;;29.01.2018;29.01.2019;1;12;28.11.2018;Razlog predčasnega zaključka : nova pogodba;0;30.07.2019;29.01.2018;1;4
363877;1;29.01.2018;11.12.2017;240;1;1;4;01.01.2018;;2;;;;0;30.07.2019;29.01.2018;1;4
363887;1;29.01.2018;16.12.2017;250;0;0;;16.12.2017;15.12.2018;1;12;14.12.2018;;0;30.07.2019;29.01.2018;1;4
363909;1;30.01.2018;17.01.2018;634,4;1;1;4;01.02.2018;31.01.2019;1;12;31.01.2019;Aneks št. 2;0;30.07.2019;30.01.2018;2;4
363921;1;30.01.2018;15.11.2017;150;0;0;;15.11.2017;15.10.2018;1;11;15.10.2018;;0;30.07.2019;30.01.2018;1;4
363940;5;30.01.2018;01.10.2017;50,89;0;0;;01.10.2017;31.12.2017;1;3;31.12.2017;;0;30.07.2019;30.01.2018;1;4
363993;1;31.01.2018;08.08.2017;150;0;0;;20.08.2017;;2;;31.05.2018;Razlog predčasnega zaključka : Odpoved najemnega posla s strani najemnice.;;30.07.2019;31.01.2018;1;4
364039;1;31.01.2018;08.11.2017;250;0;0;;01.12.2017;01.12.2019;1;24;30.11.2019;;;05.08.2020;31.01.2018;1;4
364052;1;01.02.2018;01.06.2017;200;0;0;;01.06.2017;30.04.2018;1;11;30.04.2018;;;30.07.2019;01.02.2018;1;4
364111;2;01.02.2018;01.12.2017;100;0;0;;01.12.2017;31.10.2018;1;11;31.10.2018;;0;12.07.2021;01.02.2018;1;4
364116;1;01.02.2018;05.01.2018;230;1;0;;05.01.2018;05.01.2019;1;12;04.01.2019;;0;14.02.2020;01.02.2018;1;4
364120;1;01.02.2018;01.12.2017;390;0;0;;01.12.2017;31.10.2018;1;11;31.10.2018;;0;12.07.2021;01.02.2018;1;4
364127;1;01.02.2018;30.01.2018;238,17;1;1;4;01.02.2018;31.12.2018;1;11;31.12.2018;;1;30.07.2019;01.02.2018;1;4
364128;1;01.02.2018;29.01.2018;361,4;1;1;4;01.02.2018;01.02.2019;1;12;01.02.2019;;0;30.07.2019;01.02.2018;1;4
364134;2;02.02.2018;01.01.2018;83,33;1;0;;01.01.2018;31.12.2018;1;12;31.12.2018;;0;30.07.2019;02.02.2018;1;4
364144;1;02.02.2018;29.12.2017;810;0;1;4;01.01.2018;30.06.2018;1;6;30.06.2018;;0;30.07.2019;02.02.2018;1;4
364172;1;02.02.2018;01.01.2018;300;0;0;;01.01.2018;31.03.2018;1;3;31.03.2018;;0;30.07.2019;02.02.2018;1;4
364230;1;05.02.2018;30.01.2018;150;1;0;;30.01.2018;29.01.2019;1;12;29.01.2019;DDV oproščen na podlagi 2.točke 44.člena ZDDV-1.;0;30.07.2019;05.02.2018;1;4
364241;1;05.02.2018;30.01.2018;150;1;0;;30.01.2018;29.01.2019;1;12;29.01.2019;DDV oproščen na podlagi 2.točke 44.člena ZDDV-1.;0;30.07.2019;05.02.2018;1;4
364243;1;05.02.2018;03.01.2018;93,28;0;0;;03.01.2018;30.11.2018;1;11;30.11.2018;;0;30.07.2019;05.02.2018;1;4
364245;1;05.02.2018;30.01.2018;150;1;0;;30.01.2018;29.01.2019;1;12;29.01.2019;DDV oproščen na podlagi 2.točke 44.člena ZDDV-1.;0;30.07.2019;05.02.2018;1;4
364249;1;05.02.2018;20.01.2018;210;1;0;;01.02.2018;30.06.2018;1;5;30.06.2018;Stroški se zaračunajo posebej;;30.07.2019;05.02.2018;1;4
364257;1;05.02.2018;31.12.2017;156,16;1;1;4;03.01.2018;31.12.2018;1;12;31.12.2018;;0;30.07.2019;05.02.2018;2;4
364260;1;05.02.2018;01.01.2018;549;1;1;4;01.01.2018;01.01.2019;1;12;01.01.2019;;0;30.07.2019;05.02.2018;1;4
364280;1;05.02.2018;31.01.2018;500;1;0;;10.02.2018;10.02.2019;1;12;31.08.2018;Razlog predčasnega zaključka : PRIMOPREDAJA NI BILA NAREJENA;0;30.07.2019;05.02.2018;1;1
364323;1;06.02.2018;31.03.2017;700;0;0;;01.04.2017;31.03.2018;1;12;31.03.2018;;0;12.07.2021;06.02.2018;2;4
364343;1;06.02.2018;01.02.2018;1800;1;1;4;01.02.2018;31.01.2019;1;12;31.05.2018;Razlog predčasnega zaključka : Odpoved pogodbe s strani najemnika;0;30.07.2019;06.02.2018;1;4
364368;1;06.02.2018;31.08.2017;410;1;0;;31.08.2017;;2;;31.03.2018;Razlog predčasnega zaključka : Sporazumna odpoved pogodbe.;0;30.07.2019;06.02.2018;1;4
364373;1;06.02.2018;31.07.2017;460;1;0;;31.07.2017;31.12.2017;1;5;31.12.2017;;0;30.07.2019;06.02.2018;1;4
364377;1;07.02.2018;01.01.2018;1200;1;1;4;01.01.2018;31.12.2018;1;12;30.11.2018;Razlog predčasnega zaključka : ODPOVED NAJEMNE POGODBE S STRANI NAJEMNIKA;0;30.07.2019;07.02.2018;1;4
364418;1;07.02.2018;19.12.2017;915;0;1;4;01.02.2018;01.02.2023;1;60;;;0;30.07.2019;07.02.2018;1;4
364425;1;07.02.2018;01.02.2018;120;0;1;4;01.02.2018;;2;;;;0;30.07.2019;07.02.2018;1;4
364433;1;07.02.2018;29.06.2017;600;0;0;;01.07.2017;31.01.2018;1;7;31.01.2018;;0;30.07.2019;07.02.2018;1;4
364436;1;07.02.2018;30.10.2017;102,2;1;0;;01.11.2017;30.10.2020;1;36;30.10.2020;;0;31.10.2020;07.02.2018;2;4
