ID Posla;Vrsta najemnega posla;Datum uveljavitve;Datum sklenitve pogodbe;Pogodbena najemnina;Vključenost obratovalnih stroškov v najemnino;Vključenost DDV;Stopnja DDV;Datum začetka najema;Datum prenehanja najema;Čas najema;Trajanje najema;Datum zaključka najema /Datum predčasne prekinitve najema;Opombe o pravnem poslu;Posredovanje nepremičninske agencije;Datum zadnje spremembe posla;Datum zadnje uveljavitve posla;Vrsta akta;Tržnost posla
479381;1;12.01.2020;11.01.2020;130;1;0;;11.01.2020;31.12.2020;1;12;10.02.2020;Ilija RadosavljevićRazlog predcasnega zakljucka : ODHOD NAJEMNIKA.;;14.02.2020;12.01.2020;1;5
479389;1;12.01.2020;31.12.2019;2196;0;1;4;01.01.2020;31.12.2020;1;12;31.12.2020;;;01.01.2021;12.01.2020;1;5
479438;5;13.01.2020;26.09.2019;364,92;1;0;;02.10.2019;;2;;;;;14.02.2020;13.01.2020;1;5
479442;5;13.01.2020;30.12.2019;181,71;1;0;;30.12.2019;;2;;;;;14.02.2020;13.01.2020;1;5
479445;1;13.01.2020;01.01.2020;160,96;1;0;;01.01.2020;31.12.2020;1;12;31.12.2020;;;02.02.2021;13.01.2020;2;5
479458;1;13.01.2020;01.10.2019;73,2;1;1;4;01.10.2019;;2;;;;;14.02.2020;13.01.2020;1;5
479489;1;14.01.2020;02.12.2019;85;0;1;4;02.12.2019;;2;;31.03.2020;Razlog predcasnega zakljucka : odpoved;;14.04.2020;14.01.2020;1;5
479493;1;14.01.2020;23.12.2019;119,6;0;0;;01.01.2020;31.12.2020;1;12;31.12.2020;;;01.01.2021;14.01.2020;1;5
479502;1;14.01.2020;30.12.2019;56,12;0;1;4;01.01.2020;31.12.2020;1;12;30.09.2020;Razlog predčasnega zaključka : Z aneksom k osnovni pogodbi je dogovorjeno, da od 1.10.2020 poleg Milan Kalinič s.p. navedeni prostor najema še A2M2 d.o.o., zato je potrebno obstoječi posel prekiniti in odpreti nov posel.;;12.10.2020;14.01.2020;2;5
479572;1;15.01.2020;03.07.2018;446,52;1;1;4;01.08.2018;;2;;31.03.2019;;;14.02.2020;15.01.2020;1;5
479577;1;15.01.2020;30.11.2019;3660;0;1;4;01.12.2019;;2;;;;;14.02.2020;15.01.2020;1;5
479595;1;15.01.2020;01.12.2019;125;0;1;4;01.12.2019;;2;;01.12.2020;Razlog predčasnega zaključka : odpoved;;14.01.2021;15.01.2020;1;5
479605;1;15.01.2020;01.12.2019;125;0;1;4;01.12.2019;;2;;29.02.2020;Razlog predcasnega zakljucka : odpoved;;12.03.2020;15.01.2020;1;5
479710;1;17.01.2020;01.01.2020;137;0;0;;01.01.2020;31.12.2020;1;12;31.12.2020;;;01.01.2021;17.01.2020;2;5
479741;1;20.01.2020;19.04.2011;1459,43;0;1;2;01.06.2011;;2;;;;;14.02.2020;20.01.2020;2;4
479748;1;20.01.2020;09.01.2020;134,4;0;0;;09.01.2020;05.01.2021;1;12;05.01.2021;cena za leto 2019 - vsako leto se dviguje z inflacijo v RS, prvič s 1.1.2020;;06.01.2021;20.01.2020;1;5
479803;1;21.01.2020;20.12.2019;300;0;0;;01.01.2020;31.12.2020;1;12;31.12.2020;;;01.01.2021;21.01.2020;1;5
479825;4;21.01.2020;09.12.2019;108,64;0;0;;09.12.2019;;2;;;;;14.02.2020;21.01.2020;1;5
479826;4;21.01.2020;03.12.2019;43,45;0;0;;03.12.2019;;2;;;;;14.02.2020;21.01.2020;1;5
479848;1;22.01.2020;01.01.2020;183;0;1;4;01.01.2020;31.12.2020;1;12;31.12.2020;;;01.01.2021;22.01.2020;1;5
479865;1;22.01.2020;18.12.2019;2196;0;1;4;01.02.2020;31.01.2021;1;12;31.01.2021;;;01.02.2021;22.01.2020;1;5
479894;1;23.01.2020;30.12.2019;1952;0;1;4;01.01.2020;31.12.2020;1;12;31.12.2020;;;01.01.2021;23.01.2020;1;5
479899;1;23.01.2020;30.12.2019;2359,85;0;1;4;01.01.2020;31.12.2022;1;36;31.12.2020;;;25.01.2021;23.01.2020;2;5
479943;1;25.01.2020;30.10.2019;65;1;1;4;01.01.2020;;2;;29.02.2020;Razlog predcasnega zakljucka : Odpoved najemnika;;16.03.2020;25.01.2020;1;5
479949;1;26.01.2020;17.10.2019;200;1;0;;18.10.2019;17.10.2020;1;12;17.10.2020;;;18.10.2020;26.01.2020;2;5
480019;2;28.01.2020;01.01.2016;193,54;1;0;;01.01.2019;31.12.2019;1;12;31.12.2019;Razlog predcasnega zakljucka : Menjava lastništva oddane nepremičnine;;14.02.2020;28.01.2020;1;5
480053;1;29.01.2020;28.01.2020;1490;0;0;;01.03.2020;28.02.2021;1;12;31.12.2020;Razlog predčasnega zaključka : sp.prek.;;11.02.2021;29.01.2020;2;5
480075;1;29.01.2020;18.12.2019;1098;0;1;4;01.01.2020;30.06.2020;1;6;30.06.2020;;;21.09.2020;29.01.2020;2;5
480083;1;29.01.2020;18.12.2019;220;0;0;;01.01.2020;30.06.2020;1;6;30.06.2020;;;21.09.2020;29.01.2020;2;5
480098;1;29.01.2020;31.05.2019;228,14;0;1;4;01.06.2019;31.05.2021;1;24;31.05.2021;;;01.06.2021;29.01.2020;2;5
480137;1;30.01.2020;19.12.2019;1600;0;1;4;01.01.2020;30.06.2020;1;6;30.06.2020;;;01.07.2020;30.01.2020;1;5
480160;1;31.01.2020;01.12.2019;504;0;1;4;01.12.2019;31.07.2020;1;8;31.07.2020;;;01.08.2020;31.01.2020;1;5
480164;1;31.01.2020;24.01.2020;1181,69;0;1;4;02.04.2020;31.01.2025;1;58;31.08.2021;Razlog predčasnega zaključka : sporazumna prekinitev pogodbe;;13.10.2021;31.01.2020;1;5
480185;1;31.01.2020;22.01.2020;244;0;1;4;01.02.2020;;2;;31.01.2021;Razlog predčasnega zaključka : selitev na novo lokacijo;;05.02.2021;31.01.2020;1;5
480190;1;31.01.2020;22.01.2020;244;0;1;4;01.02.2020;;2;;;;;14.02.2020;31.01.2020;1;5
480193;1;31.01.2020;22.01.2020;1220;1;1;4;01.02.2020;;2;;;;;14.02.2020;31.01.2020;1;5
480219;1;31.01.2020;23.12.2019;350;0;0;;01.01.2020;31.12.2021;1;24;;;;14.02.2020;31.01.2020;2;5
480222;1;31.01.2020;31.12.2019;340;0;0;;01.01.2020;31.12.2021;1;24;;;;14.02.2020;31.01.2020;2;5
480362;1;04.02.2020;01.02.2020;302,48;1;1;4;01.08.2021;;2;;;Povečanje pisrniških površin iz dosedanjih 13,49m2 na novih 26,98 m2.;;14.02.2020;04.02.2020;2;5
480518;1;06.02.2020;01.01.2020;2500;0;0;;01.01.2020;;2;;;;;14.02.2020;06.02.2020;1;5
480531;1;06.02.2020;30.10.2019;450;0;0;;30.10.2019;30.09.2020;1;11;30.09.2020;;;01.10.2020;06.02.2020;2;5
480547;1;06.02.2020;24.01.2020;370;0;0;;01.02.2020;01.01.2021;1;11;31.12.2020;;;03.02.2021;06.02.2020;1;5
480576;2;06.02.2020;01.02.2016;1281,68;1;0;;01.02.2016;;2;;31.12.2019;;;14.02.2020;06.02.2020;2;5
480577;2;06.02.2020;01.01.2020;1296,32;1;0;;01.01.2020;;2;;;;;14.02.2020;06.02.2020;2;5
480603;1;07.02.2020;22.01.2020;256,05;0;1;4;01.02.2020;28.02.2021;1;13;28.02.2021;;;03.03.2021;07.02.2020;2;5
480612;1;07.02.2020;01.01.2020;1220;0;1;4;01.01.2020;;2;;;;;14.02.2020;07.02.2020;1;5
480656;1;08.02.2020;04.07.2019;8022;0;1;4;12.12.2019;11.12.2029;1;120;31.07.2020;Razlog predčasnega zaključka : Prodaja lokala;;27.11.2020;08.02.2020;1;5
480660;1;08.02.2020;26.04.2019;261,98;0;0;;01.07.2019;;2;;30.09.2020;;;27.11.2020;08.02.2020;1;5
481273;1;10.02.2020;01.01.2020;500;1;1;4;01.01.2020;31.12.2022;1;36;30.09.2020;Razlog predčasnega zaključka : odpoved pogodbe zaradi posledic corona virusa;;15.10.2020;10.02.2020;1;5
481486;1;10.02.2020;10.01.2020;20,33;0;1;4;10.01.2020;31.12.2020;1;12;31.12.2020;;;01.01.2021;10.02.2020;1;5
481520;1;10.02.2020;04.02.2020;85;0;1;4;05.02.2020;05.02.2023;1;36;31.01.2021;Obratovalni stroški so obračunani ločeno od najemnine in znašajo 30,50 EUR / mesečno skupaj z DDV.Razlog predčasnega zaključka : Najemna pogodba preneha veljati sporazumno.;;31.05.2021;10.02.2020;1;5
481523;1;10.02.2020;18.12.2019;20,33;0;1;4;01.01.2020;31.12.2020;1;12;31.12.2020;;;01.01.2021;10.02.2020;1;5
481577;1;10.02.2020;22.01.2020;185;0;1;4;01.02.2020;;2;;;;;14.02.2020;10.02.2020;1;5
481641;1;10.02.2020;18.12.2019;40,66;0;1;4;01.01.2020;31.12.2020;1;12;31.12.2020;;;01.01.2021;10.02.2020;1;5
481682;1;10.02.2020;07.01.2020;550;0;0;;01.02.2020;31.01.2021;1;12;31.01.2021;podaljšanje najemne pogodbe z dne 28.01.2016;;01.02.2021;10.02.2020;2;5
483210;1;11.02.2020;01.01.2020;125;0;1;4;01.01.2020;;2;;31.03.2020;Razlog predcasnega zakljucka : odpoved;;15.04.2020;11.02.2020;1;5
483255;1;11.02.2020;03.01.2020;85;0;1;4;03.01.2020;;2;;01.10.2020;Razlog predčasnega zaključka : odpoved;;17.11.2020;11.02.2020;1;5
483261;1;11.02.2020;13.01.2020;85;0;1;4;13.01.2020;;2;;31.07.2020;Razlog predcasnega zakljucka : odpoved;;12.08.2020;11.02.2020;1;5
483299;1;11.02.2020;13.01.2020;59;0;1;4;13.01.2020;;2;;01.02.2020;Razlog predcasnega zakljucka : odpoved;;11.03.2020;11.02.2020;1;5
483554;1;11.02.2020;15.01.2020;132;0;1;4;15.02.2020;;2;;;20-21-11-0;;14.02.2020;11.02.2020;1;5
483566;1;11.02.2020;01.08.2019;217,21;0;0;;01.08.2019;31.01.2021;1;18;31.01.2020;Aneks št. 3., sklenjen 4.2.2020 zaradi založitve aneksa.;;14.02.2020;11.02.2020;2;5
483801;5;11.02.2020;04.02.2020;267,36;0;0;;04.02.2020;;2;;;;;20.02.2020;11.02.2020;1;5
483815;1;12.02.2020;11.02.2020;396;0;0;;01.03.2020;28.02.2022;1;24;;;;14.02.2020;12.02.2020;2;5
483843;1;12.02.2020;01.02.2020;190;0;0;;01.02.2020;31.10.2020;1;9;31.10.2020;Sprememba cene najema;;01.11.2020;12.02.2020;2;5
483940;1;13.02.2020;28.01.2020;475;0;0;;01.02.2020;31.01.2021;1;12;31.01.2021;;;01.02.2021;13.02.2020;1;5
483989;1;14.02.2020;11.02.2020;270;0;1;4;15.02.2020;31.01.2021;1;12;31.01.2021;;;01.02.2021;14.02.2020;1;5
484017;1;14.02.2020;28.01.2020;3324,5;0;1;4;01.02.2020;01.02.2025;1;60;;;;14.02.2020;14.02.2020;1;5
484018;1;14.02.2020;01.01.2020;368,56;0;1;4;01.01.2020;30.06.2020;1;6;30.06.2020;Najemnina vključuje najem zemljišča velikosti 1.274 m2.;;01.07.2020;14.02.2020;1;5
484037;2;14.02.2020;23.12.2019;760;0;0;;01.01.2020;;2;;;;;15.02.2020;14.02.2020;1;5
484075;2;14.02.2020;23.12.2019;1500;0;0;;01.01.2020;;2;;;;;15.02.2020;14.02.2020;1;5
484083;2;14.02.2020;23.12.2019;15494;0;0;;01.01.2020;;2;;;;;15.02.2020;14.02.2020;1;5
484129;2;14.02.2020;23.12.2019;34770;1;1;4;01.01.2020;;2;;;;;15.02.2020;14.02.2020;1;5
484137;1;17.02.2020;01.01.2020;220;0;0;;01.01.2020;;2;;;;;17.02.2020;17.02.2020;1;5
484145;1;15.02.2020;31.12.2019;330;0;0;;01.01.2020;30.11.2020;1;11;30.11.2020;Nova najemnina.;;23.12.2020;15.02.2020;2;5
484150;1;15.02.2020;31.12.2019;410;0;0;;01.01.2020;30.11.2020;1;11;30.11.2020;Nova najemnina.;;23.12.2020;15.02.2020;2;5
484190;4;16.02.2020;15.01.2020;140,78;0;0;;21.01.2020;;2;;;pgd=649353, enj=10966, prtd=14.02.20 14:58;;16.02.2020;16.02.2020;1;5
484193;4;16.02.2020;20.01.2020;142,04;0;0;;23.01.2020;;2;;;pgd=643316, enj=10969, prtd=14.02.20 14:58;;16.02.2020;16.02.2020;1;5
484220;4;16.02.2020;18.11.2019;226,99;0;0;;20.11.2019;;2;;;pgd=639553, enj=10907, prtd=16.02.20 18:17;;16.02.2020;16.02.2020;1;5
484226;4;16.02.2020;16.06.2004;129,98;0;0;;01.12.2019;;2;;;pgd=640052, enj=10914, prtd=16.02.20 18:17;;16.02.2020;16.02.2020;1;4
484227;1;16.02.2020;31.07.2015;307,12;0;0;;01.12.2019;;2;;;pgd=640959, enj=10915, prtd=16.02.20 18:17;;16.02.2020;16.02.2020;1;5
484244;4;16.02.2020;29.11.2019;114,81;0;0;;04.12.2019;;2;;;pgd=643279, enj=10937, prtd=16.02.20 18:17;;16.02.2020;16.02.2020;1;5
484252;4;16.02.2020;30.09.2019;108,98;0;0;;03.10.2019;;2;;;pgd=634060, enj=10866, prtd=16.02.20 18:47;;16.02.2020;16.02.2020;1;5
484275;4;16.02.2020;02.11.2011;254,37;0;0;;01.09.2019;;2;;;pgd=620440, enj=10835, prtd=16.02.20 18:47;;16.02.2020;16.02.2020;1;4
484296;4;16.02.2020;13.06.2019;167,84;0;0;;13.06.2019;;2;;;pgd=609798, enj=10732, prtd=16.02.20 18:57;;16.02.2020;16.02.2020;1;5
484304;1;16.02.2020;14.03.2014;322,47;0;0;;01.07.2019;;2;;;pgd=610240, enj=10743, prtd=16.02.20 18:57;;16.02.2020;16.02.2020;1;4
484307;4;16.02.2020;05.07.2019;207,52;0;0;;08.07.2019;;2;;;pgd=614009, enj=10747, prtd=16.02.20 18:57;;16.02.2020;16.02.2020;1;5
484321;1;16.02.2020;16.03.2000;402,12;0;0;;01.08.2019;;2;;;pgd=615214, enj=10785, prtd=16.02.20 18:57;;16.02.2020;16.02.2020;1;4
484335;4;16.02.2020;26.07.2019;214,42;0;0;;06.08.2019;;2;;;pgd=619109, enj=10808, prtd=16.02.20 18:57;;16.02.2020;16.02.2020;1;5
484347;4;16.02.2020;10.04.2019;244,76;0;0;;15.04.2019;;2;;;pgd=593708, enj=10687, prtd=16.02.20 19:28;;16.02.2020;16.02.2020;1;5
484352;4;16.02.2020;26.04.2019;26,65;0;0;;26.04.2019;;2;;;pgd=600191, enj=10693, prtd=16.02.20 19:28;;16.02.2020;16.02.2020;1;5
484354;4;16.02.2020;19.09.2007;99,34;0;0;;01.05.2019;;2;;;pgd=605393, enj=10695, prtd=16.02.20 19:28;;16.02.2020;16.02.2020;1;4
484357;4;16.02.2020;23.02.2004;209,29;0;0;;01.05.2019;;2;;;pgd=600399, enj=10699, prtd=16.02.20 19:28;;16.02.2020;16.02.2020;1;4
484368;4;16.02.2020;26.04.2019;110,34;0;0;;08.05.2019;;2;;;pgd=600320, enj=10710, prtd=16.02.20 19:28;;16.02.2020;16.02.2020;1;5
484373;4;16.02.2020;10.05.2019;142,05;0;0;;16.05.2019;;2;;;pgd=600815, enj=10717, prtd=16.02.20 19:28;;16.02.2020;16.02.2020;1;5
484396;4;16.02.2020;17.09.2007;203,22;0;0;;01.03.2019;;2;;;pgd=602186, enj=10641, prtd=16.02.20 19:43;;16.02.2020;16.02.2020;1;4
484473;1;17.02.2020;31.01.2020;164,64;1;1;4;01.02.2020;31.01.2021;1;12;31.01.2021;;;01.02.2021;17.02.2020;2;5
484512;1;17.02.2020;18.12.2018;408,72;0;1;4;18.12.2018;31.12.2022;1;49;;;;17.02.2020;17.02.2020;1;5
484524;4;17.02.2020;17.09.2007;98,08;0;0;;01.03.2019;;2;;;pgd=602371, enj=10589, prtd=17.02.20 14:45;;17.02.2020;17.02.2020;1;4
484573;4;17.02.2020;13.02.2019;119,46;0;0;;15.02.2019;;2;;;pgd=590059, enj=10536, prtd=17.02.20 14:57;;17.02.2020;17.02.2020;1;5
484578;4;17.02.2020;25.02.2019;179,21;0;0;;27.02.2019;;2;;;pgd=591368, enj=10546, prtd=17.02.20 14:57;;17.02.2020;17.02.2020;1;5
484608;1;17.02.2020;01.02.2020;756,4;0;1;4;01.02.2020;;2;;;Sprememba višine mesečne najemnine;;17.02.2020;17.02.2020;2;5
484629;1;17.02.2020;01.11.1999;204,01;0;0;;01.01.2019;;2;;;pgd=584181, enj=10487, prtd=17.02.20 15:15;;17.02.2020;17.02.2020;1;4
484693;1;18.02.2020;01.02.2020;666,9;0;1;4;01.02.2020;;2;;;18.02.2020, poprava posla ( telefon).;;18.02.2020;18.02.2020;1;5
484866;1;18.02.2020;14.06.2019;279;1;0;;14.06.2019;30.04.2020;1;11;30.04.2020;;;01.05.2020;18.02.2020;1;5
484871;1;18.02.2020;06.08.2019;35;1;1;4;06.08.2019;30.06.2020;1;11;30.06.2020;;;01.07.2020;18.02.2020;1;5
484874;1;18.02.2020;27.08.2019;35;1;1;4;27.08.2019;31.08.2020;1;13;31.08.2020;;;01.09.2020;18.02.2020;1;5
484963;4;18.02.2020;25.03.2011;239,19;0;0;;01.12.2018;;2;;;pgd=583305, enj=10436, prtd=18.02.20 14:16;;18.02.2020;18.02.2020;1;4
484966;1;18.02.2020;16.09.2005;307,86;0;0;;01.12.2018;;2;;;pgd=577606, enj=10442, prtd=18.02.20 14:16;;18.02.2020;18.02.2020;1;4
484978;4;18.02.2020;07.12.2018;43,04;0;0;;07.12.2018;23.08.2019;1;9;23.08.2019;pgd=581044, enj=10457, prtd=18.02.20 14:16;;18.02.2020;18.02.2020;1;5
484980;4;18.02.2020;10.12.2018;26,65;0;0;;12.12.2018;;2;;;pgd=577263, enj=10459, prtd=18.02.20 14:16;;18.02.2020;18.02.2020;1;5
485000;4;18.02.2020;10.12.1999;246,46;0;0;;01.10.2018;;2;;;pgd=570404, enj=10374, prtd=18.02.20 14:19;;18.02.2020;18.02.2020;1;4
485004;4;18.02.2020;03.10.2018;20,9;0;0;;03.10.2018;;2;;;pgd=572596, enj=10379, prtd=18.02.20 14:19;;18.02.2020;18.02.2020;1;5
485051;4;18.02.2020;27.08.2018;157,5;0;0;;05.09.2018;;2;;;pgd=565018, enj=10330, prtd=18.02.20 14:22;;18.02.2020;18.02.2020;1;5
485063;4;18.02.2020;07.09.2018;267,62;0;0;;13.09.2018;;2;;;pgd=564944, enj=10344, prtd=18.02.20 14:22;;18.02.2020;18.02.2020;1;5
485080;1;18.02.2020;29.01.2020;950;0;0;;28.02.2020;28.02.2021;1;12;28.02.2021;Podaljšanje za eno leto;;01.03.2021;18.02.2020;2;5
485126;4;18.02.2020;25.07.2018;36,89;0;0;;25.07.2018;;2;;;pgd=564534, enj=10278, prtd=18.02.20 14:42;;18.02.2020;18.02.2020;1;5
485132;4;18.02.2020;15.05.2018;197,7;0;0;;25.05.2018;;2;;;pgd=555257, enj=10206, prtd=18.02.20 14:43;;18.02.2020;18.02.2020;1;5
485145;4;18.02.2020;05.04.2000;208,95;0;0;;01.06.2018;;2;;;pgd=558015, enj=10221, prtd=18.02.20 14:43;;18.02.2020;18.02.2020;1;4
485169;4;18.02.2020;17.02.2012;246,61;0;0;;01.04.2018;;2;;;pgd=552863, enj=10147, prtd=18.02.20 14:43;;18.02.2020;18.02.2020;1;4
485172;4;18.02.2020;16.12.1999;240,37;0;0;;01.04.2018;;2;;;pgd=549151, enj=10150, prtd=18.02.20 14:43;;18.02.2020;18.02.2020;1;4
485174;4;18.02.2020;13.10.2010;297,5;0;0;;01.04.2018;;2;;;pgd=548209, enj=10152, prtd=18.02.20 14:43;;18.02.2020;18.02.2020;1;4
485182;4;18.02.2020;21.03.2000;237,09;0;0;;01.04.2018;31.12.2018;1;9;31.12.2018;pgd=547475, enj=10162, prtd=18.02.20 14:43;;18.02.2020;18.02.2020;1;4
485187;4;18.02.2020;12.10.2004;358,51;0;0;;01.04.2018;;2;;;pgd=554278, enj=10167, prtd=18.02.20 14:43;;18.02.2020;18.02.2020;1;4
485209;4;18.02.2020;07.05.2018;234,43;0;0;;10.05.2018;;2;;;pgd=554203, enj=10196, prtd=18.02.20 14:43;;18.02.2020;18.02.2020;1;5
485283;4;19.02.2020;31.12.2019;508,97;0;0;;01.01.2020;31.12.2024;1;60;;;;19.02.2020;19.02.2020;1;5
485304;5;19.02.2020;23.12.2019;133,88;0;0;;23.12.2019;;2;;;;;19.02.2020;19.02.2020;1;5
485322;1;19.02.2020;18.11.2019;85,4;1;1;4;18.11.2019;31.10.2020;1;12;31.10.2020;odpovedni rok: 3 meseci, Vnos v imagine 20.11.2019;;01.11.2020;19.02.2020;1;5
485328;1;19.02.2020;30.12.2019;300;1;0;;01.01.2020;30.11.2020;1;11;26.11.2020;Razlog predčasnega zaključka : NEPODOLJŠANJE POGODBE;;26.11.2020;19.02.2020;2;5
485349;1;20.02.2020;27.11.2019;33;1;1;4;27.11.2019;31.10.2020;1;12;31.10.2020;odpovedni rok: 90 dni;;01.11.2020;20.02.2020;1;5
485371;5;20.02.2020;17.10.2019;125,05;0;0;;01.11.2019;;2;;;;;20.02.2020;20.02.2020;1;5
485387;5;21.02.2020;08.06.1998;156,28;0;0;;08.06.1998;01.01.2020;1;259;01.01.2020;;;21.02.2020;21.02.2020;1;4
485412;5;21.02.2020;11.10.2019;157,33;0;0;;15.10.2019;;2;;;;;21.02.2020;21.02.2020;1;5
485419;5;21.02.2020;23.08.2019;206,02;0;0;;01.09.2019;;2;;;;;21.02.2020;21.02.2020;1;5
485424;5;21.02.2020;26.08.2019;140,31;0;0;;01.09.2019;;2;;;;;21.02.2020;21.02.2020;1;5
485442;1;21.02.2020;30.12.2019;100;0;0;;01.01.2020;31.12.2020;1;12;31.12.2020;;;01.01.2021;21.02.2020;2;5
485444;1;21.02.2020;01.09.2019;73,17;1;0;;01.09.2019;31.08.2020;1;12;31.08.2020;;;01.09.2020;21.02.2020;1;5
485446;1;21.02.2020;30.12.2019;682,79;1;1;4;01.01.2020;31.12.2023;1;48;;neto cena-279,83m2*2€=559,66€;;21.02.2020;21.02.2020;1;5
485464;4;24.02.2020;04.10.2019;179,48;0;0;;04.10.2020;04.10.2022;1;24;;;;24.02.2020;24.02.2020;2;5
485481;5;24.02.2020;21.08.2019;263,67;0;0;;01.09.2019;;2;;28.02.2020;Razlog predčasnega zaključka : ODSELITEV;;31.05.2021;24.02.2020;1;5
485495;5;24.02.2020;22.01.2020;240,4;0;0;;01.02.2020;;2;;;;;24.02.2020;24.02.2020;1;5
485502;1;24.02.2020;01.10.2019;80;0;0;;01.10.2019;30.09.2020;1;12;30.09.2020;;;01.10.2020;24.02.2020;2;5
485503;1;24.02.2020;15.01.2019;361,29;0;0;;15.01.2019;;2;;;;;24.02.2020;24.02.2020;1;5
485529;1;24.02.2020;01.01.2020;213,54;0;0;;01.01.2020;;2;;;20-02-12-0;;24.02.2020;24.02.2020;1;5
485557;1;24.02.2020;01.01.2020;98,31;0;0;;01.01.2020;;2;;;20-02-64-0;;24.02.2020;24.02.2020;1;5
485565;1;24.02.2020;01.01.2020;37,62;0;0;;01.01.2020;;2;;;20-02-79-0;;24.02.2020;24.02.2020;1;5
485576;1;24.02.2020;01.01.2020;168,93;0;0;;01.01.2020;;2;;;20-02-101-0;;24.02.2020;24.02.2020;1;5
485577;1;24.02.2020;01.01.2020;73,92;0;0;;01.01.2020;;2;;;20-02-102-0;;24.02.2020;24.02.2020;1;5
485610;1;24.02.2020;01.11.2019;200;0;0;;01.11.2019;30.09.2020;1;11;30.09.2020;;;01.10.2020;24.02.2020;1;5
