ID Posla;Vrsta kupoprodajnega posla;Datum uveljavitve;Datum sklenitve pogodbe;Pogodbena cena / Odškodnina;Vključenost DDV;Stopnja DDV;Datum izteka lizinga;Datum prenehanja lizinga;Opombe o pravnem poslu;Posredovanje nepremičninske agencije;Datum zadnje spremembe posla;Datum zadnje uveljavitve posla;Vrsta akta;Tržnost posla
-473644;1;17.12.2009;26.10.2009;9000;0;;;;;;23.07.2015;17.12.2009;1;4
-473609;1;17.12.2009;14.11.2009;792,04;0;;;;;;23.07.2015;17.12.2009;1;4
-473578;1;17.12.2009;16.11.2009;106000;0;;;;;;23.07.2015;17.12.2009;1;4
-473573;1;17.12.2009;20.11.2009;16159,2;0;;;;;;23.07.2015;17.12.2009;1;4
-473567;1;17.12.2009;27.10.2009;300;0;;;;;;23.07.2015;17.12.2009;1;4
-473566;1;17.12.2009;02.11.2009;4760;0;;;;;;23.07.2015;17.12.2009;1;4
-473533;1;17.12.2009;11.11.2009;2800;0;;;;;;23.07.2015;17.12.2009;1;4
-473494;1;17.12.2009;12.11.2009;450000;0;;;;;;23.07.2015;17.12.2009;1;4
-473489;4;17.12.2009;25.11.2009;8432;0;;;;;;23.07.2015;17.12.2009;1;4
-473476;1;17.12.2009;09.11.2009;192,83;0;;;;;;23.07.2015;17.12.2009;1;4
-473471;1;17.12.2009;23.11.2009;44000;0;;;;;;23.07.2015;17.12.2009;1;4
-473459;1;17.12.2009;18.11.2009;0;0;;;;;;23.07.2015;17.12.2009;1;4
-473458;1;17.12.2009;16.11.2009;2400;0;;;;;;23.07.2015;17.12.2009;1;4
-473440;1;17.12.2009;02.11.2009;167000;0;;;;;;23.07.2015;17.12.2009;1;4
-473427;1;17.12.2009;23.11.2009;94700;0;;;;;;23.07.2015;17.12.2009;1;4
-473390;1;17.12.2009;05.11.2009;2980,88;0;;;;;;23.07.2015;17.12.2009;1;4
-473387;1;17.12.2009;24.11.2009;266;0;;;;;;23.07.2015;17.12.2009;1;4
-473372;1;17.12.2009;20.11.2009;1410;0;;;;;;23.07.2015;17.12.2009;1;4
-473348;1;17.12.2009;30.10.2009;4500;0;;;;;;23.07.2015;17.12.2009;1;4
-473347;1;17.12.2009;09.11.2009;60000;0;;;;;;23.07.2015;17.12.2009;1;4
-473342;1;17.12.2009;20.11.2009;1312;0;;;;;;23.07.2015;17.12.2009;1;4
-473324;1;17.12.2009;03.11.2009;6021;0;;;;;;23.07.2015;17.12.2009;1;4
-473307;1;17.12.2009;16.11.2009;3750;0;;;;;;23.07.2015;17.12.2009;1;4
-473306;1;17.12.2009;20.11.2009;182000;0;;;;;;23.07.2015;17.12.2009;1;4
-473305;1;17.12.2009;11.11.2009;9000;0;;;;;;23.07.2015;17.12.2009;1;4
-473304;1;17.12.2009;17.11.2009;100000;0;;;;;;23.07.2015;17.12.2009;1;4
-473302;1;17.12.2009;29.10.2009;150000;0;;;;;;23.07.2015;17.12.2009;1;4
-473226;1;17.12.2009;18.11.2009;141379;0;;;;;;23.07.2015;17.12.2009;1;4
-473217;1;17.12.2009;09.11.2009;75800;0;;;;;;23.07.2015;17.12.2009;1;4
-473204;1;17.12.2009;18.11.2009;8000;0;;;;;;23.07.2015;17.12.2009;1;4
-473194;1;17.12.2009;23.10.2009;9500;0;;;;;;23.07.2015;17.12.2009;1;4
-473193;1;17.12.2009;07.07.2009;20000;0;;;;;;23.07.2015;17.12.2009;1;4
-473188;1;17.12.2009;03.11.2009;3344;0;;;;;;23.07.2015;17.12.2009;1;4
-473180;1;17.12.2009;16.11.2009;60000;0;;;;;;23.07.2015;17.12.2009;1;4
-473168;1;17.12.2009;17.11.2009;10000;0;;;;;;23.07.2015;17.12.2009;1;4
-473167;1;17.12.2009;04.11.2009;3000;0;;;;;;23.07.2015;17.12.2009;1;4
-473165;1;17.12.2009;17.11.2009;7070;0;;;;;;23.07.2015;17.12.2009;1;4
-473077;4;17.12.2009;22.10.2009;55200;0;;;;;;23.07.2015;17.12.2009;1;4
-473063;1;17.12.2009;17.11.2009;153500;0;;;;;;23.07.2015;17.12.2009;1;4
-473056;4;17.12.2009;12.11.2009;180;0;;;;;;23.07.2015;17.12.2009;1;4
-473052;1;17.12.2009;26.10.2009;90000;0;;;;;;23.07.2015;17.12.2009;1;4
-473022;1;17.12.2009;11.11.2009;100000;0;;;;;;23.07.2015;17.12.2009;1;4
-473018;1;17.12.2009;18.09.2009;125;0;;;;;;23.07.2015;17.12.2009;1;4
-473015;1;17.12.2009;06.11.2009;1576,66;0;;;;;;23.07.2015;17.12.2009;1;4
-473011;1;17.12.2009;30.10.2009;2000;0;;;;;;23.07.2015;17.12.2009;1;4
-473010;1;17.12.2009;11.11.2009;105000;0;;;;;;23.07.2015;17.12.2009;1;4
-473005;1;17.12.2009;09.11.2009;72300;0;;;;;;23.07.2015;17.12.2009;1;4
-472996;1;17.12.2009;21.09.2009;101000;0;;;;;;23.07.2015;17.12.2009;1;4
-472985;1;17.12.2009;12.11.2009;124000;0;;;;;;23.07.2015;17.12.2009;1;4
-472982;1;17.12.2009;09.11.2009;32000;0;;;;;;23.07.2015;17.12.2009;1;4
-472973;1;17.12.2009;31.10.2009;46000;0;;;;;;23.07.2015;17.12.2009;1;4
-472972;1;17.12.2009;17.11.2009;40000;0;;;;;;23.07.2015;17.12.2009;1;4
-472954;1;17.12.2009;02.11.2009;120000;0;;;;;;23.07.2015;17.12.2009;1;4
-472939;1;17.12.2009;17.11.2009;173;0;;;;;;23.07.2015;17.12.2009;1;4
-472921;1;17.12.2009;22.09.2009;4670;0;;;;;;23.07.2015;17.12.2009;1;4
-472915;1;17.12.2009;06.11.2009;45000;0;;;;;;23.07.2015;17.12.2009;1;4
-472913;1;17.12.2009;06.11.2009;5000;0;;;;;;23.07.2015;17.12.2009;1;4
-472907;1;17.12.2009;13.11.2009;27850;0;;;;;;23.07.2015;17.12.2009;1;4
-472906;1;17.12.2009;07.10.2009;10012;0;;;;;;23.07.2015;17.12.2009;1;4
-472905;1;17.12.2009;03.11.2009;140000;0;;;;;;23.07.2015;17.12.2009;1;4
-472895;1;17.12.2009;17.11.2009;65800;0;;;;;;23.07.2015;17.12.2009;1;4
-472888;1;17.12.2009;13.11.2009;500;0;;;;;;23.07.2015;17.12.2009;1;4
-472881;1;17.12.2009;05.10.2009;661;0;;;;;;23.07.2015;17.12.2009;1;4
-472860;1;17.12.2009;10.11.2009;1144,27;0;;;;;;23.07.2015;17.12.2009;1;4
-472841;1;17.12.2009;16.11.2009;29500;0;;;;;;23.07.2015;17.12.2009;1;4
-472839;3;17.12.2009;27.10.2009;13772;0;;;;;;23.07.2015;17.12.2009;1;4
-472837;1;17.12.2009;06.11.2009;14553;0;;;;;;23.07.2015;17.12.2009;1;4
-472822;1;17.12.2009;05.11.2009;1040;0;;;;;;23.07.2015;17.12.2009;1;4
-472811;1;17.12.2009;10.11.2009;800;0;;;;;;23.07.2015;17.12.2009;1;4
-472804;1;17.12.2009;09.11.2009;0;0;;;;;;23.07.2015;17.12.2009;1;4
-472802;1;17.12.2009;10.11.2009;335000;0;;;;;;23.07.2015;17.12.2009;1;4
-472795;1;17.12.2009;04.11.2009;140000;0;;;;;;23.07.2015;17.12.2009;1;4
-472794;1;17.12.2009;10.11.2009;64000;0;;;;;;23.07.2015;17.12.2009;1;4
-472787;1;17.12.2009;03.10.2009;4500;0;;;;;;23.07.2015;17.12.2009;1;4
-472776;1;17.12.2009;12.11.2009;35000;0;;;;;;23.07.2015;17.12.2009;1;4
-472761;1;17.12.2009;12.11.2009;171000;0;;;;;;23.07.2015;17.12.2009;1;4
-472756;1;17.12.2009;09.10.2009;29500;0;;;;;;23.07.2015;17.12.2009;1;4
-472753;1;17.12.2009;20.08.2009;9000;0;;;;;;23.07.2015;17.12.2009;1;4
-472743;1;17.12.2009;16.10.2009;65000;0;;;;;;23.07.2015;17.12.2009;1;4
-472738;1;17.12.2009;12.10.2009;13700;0;;;;;;23.07.2015;17.12.2009;1;4
-472734;1;17.12.2009;22.10.2009;4710;0;;;;;;23.07.2015;17.12.2009;1;4
-472718;1;17.12.2009;13.11.2009;41000;0;;;;;;23.07.2015;17.12.2009;1;4
-472703;1;17.12.2009;11.11.2009;100000;0;;;;;;23.07.2015;17.12.2009;1;4
-472694;1;17.12.2009;22.10.2009;87000;0;;;;;;23.07.2015;17.12.2009;1;4
-472658;1;17.12.2009;03.11.2009;150020;0;;;;;;23.07.2015;17.12.2009;1;4
-472644;1;17.12.2009;03.11.2009;3000;0;;;;;;23.07.2015;17.12.2009;1;4
-472637;1;17.12.2009;03.11.2009;230,38;0;;;;;;23.07.2015;17.12.2009;1;4
-472632;1;17.12.2009;16.10.2009;660,59;0;;;;;;23.07.2015;17.12.2009;1;4
-472620;1;17.12.2009;29.09.2009;30000;0;;;;;;23.07.2015;17.12.2009;1;4
-472614;1;17.12.2009;04.11.2009;61254,6;0;;;;;;23.07.2015;17.12.2009;1;4
-472591;1;17.12.2009;13.10.2009;0;0;;;;;;23.07.2015;17.12.2009;1;4
-472581;1;17.12.2009;27.08.2009;1600;0;;;;;;23.07.2015;17.12.2009;1;4
-472577;1;17.12.2009;11.11.2009;90000;0;;;;;;23.07.2015;17.12.2009;1;4
-472553;1;17.12.2009;18.10.2009;4500;0;;;;;;23.07.2015;17.12.2009;1;4
-472538;4;17.12.2009;09.11.2009;4000;0;;;;;;23.07.2015;17.12.2009;1;4
-472532;1;17.12.2009;29.10.2009;43200;0;;;;;;23.07.2015;17.12.2009;1;4
-472529;1;17.12.2009;11.11.2009;252396;0;;;;;;23.07.2015;17.12.2009;1;4
-472523;1;17.12.2009;26.10.2009;3000;0;;;;Prodaja se stavbno zemljišče, ombočje DV z varovalnim pasom, kjer gradnja ni mogoča.;;23.07.2015;17.12.2009;1;4
-472520;1;17.12.2009;11.11.2009;70000;0;;;;;;23.07.2015;17.12.2009;1;4
-472499;1;17.12.2009;16.10.2009;891;0;;;;;;23.07.2015;17.12.2009;1;4
-472496;1;17.12.2009;05.11.2009;36250;0;;;;;;23.07.2015;17.12.2009;1;4
-472495;1;17.12.2009;09.11.2009;2300;0;;;;;;23.07.2015;17.12.2009;1;4
-472489;1;17.12.2009;11.11.2009;1000;0;;;;;;23.07.2015;17.12.2009;1;4
-472478;1;17.12.2009;24.09.2009;134000;0;;;;;;23.07.2015;17.12.2009;1;4
-472455;1;17.12.2009;03.11.2009;25000;0;;;;;;23.07.2015;17.12.2009;1;4
-472434;1;17.12.2009;22.05.2009;27000;0;;;;;;23.07.2015;17.12.2009;1;4
-472418;1;17.12.2009;27.10.2009;53020;0;;;;;;23.07.2015;17.12.2009;1;4
-472415;1;17.12.2009;10.11.2009;5300;0;;;;;;23.07.2015;17.12.2009;1;4
-472408;1;17.12.2009;06.11.2009;71600;0;;;;;;23.07.2015;17.12.2009;1;4
-472398;1;17.12.2009;03.11.2009;1824,9;0;;;;;;23.07.2015;17.12.2009;1;4
-472396;1;17.12.2009;18.09.2009;0;0;;;;;;23.07.2015;17.12.2009;1;4
-472387;1;17.12.2009;04.11.2009;15000;0;;;;;;23.07.2015;17.12.2009;1;4
-472384;1;17.12.2009;21.09.2009;100;0;;;;;;23.07.2015;17.12.2009;1;4
-472378;1;17.12.2009;03.09.2009;2000;0;;;;;;23.07.2015;17.12.2009;1;4
-472365;2;17.12.2009;27.10.2009;16600;0;;;;;;23.07.2015;17.12.2009;1;4
-472359;1;17.12.2009;06.11.2009;93,22;0;;;;;;23.07.2015;17.12.2009;1;4
-472329;1;17.12.2009;02.11.2009;24000;0;;;;;;23.07.2015;17.12.2009;1;4
-472321;1;17.12.2009;03.09.2009;16000;0;;;;;;23.07.2015;17.12.2009;1;4
-472305;1;17.12.2009;04.11.2009;2200;0;;;;;;23.07.2015;17.12.2009;1;4
-472277;1;17.12.2009;02.11.2009;94940;0;;;;;;23.07.2015;17.12.2009;1;4
-472267;1;17.12.2009;12.10.2009;4100;0;;;;;;23.07.2015;17.12.2009;1;4
-472258;1;17.12.2009;04.11.2009;7093,97;0;;;;kupil 1 sobo in pol stopnišča;;23.07.2015;17.12.2009;1;4
-472239;1;17.12.2009;23.09.2009;136956;0;;;;;;23.07.2015;17.12.2009;1;4
-472235;1;17.12.2009;03.11.2009;35000;0;;;;;;23.07.2015;17.12.2009;1;4
-472233;1;17.12.2009;06.11.2009;13805,11;0;;;;;;23.07.2015;17.12.2009;1;4
-472225;1;17.12.2009;03.11.2009;115000;0;;;;;;23.07.2015;17.12.2009;1;4
-472224;1;17.12.2009;04.11.2009;115000;0;;;;;;23.07.2015;17.12.2009;1;4
-472195;1;17.12.2009;09.11.2009;130000;0;;;;;;23.07.2015;17.12.2009;1;4
-472169;1;17.12.2009;01.10.2009;1318;0;;;;;;23.07.2015;17.12.2009;1;4
-472161;1;17.12.2009;13.10.2009;0;0;;;;;;23.07.2015;17.12.2009;1;4
-472144;1;17.12.2009;30.10.2009;1904;0;;;;;;23.07.2015;17.12.2009;1;4
-472143;1;17.12.2009;28.08.2009;2500;0;;;;;;23.07.2015;17.12.2009;1;4
-472139;1;17.12.2009;02.11.2009;80000;0;;;;;;23.07.2015;17.12.2009;1;4
-472113;1;17.12.2009;06.07.2009;12000;0;;;;;;23.07.2015;17.12.2009;1;4
-472111;1;17.12.2009;21.10.2009;23855;0;;;;;;23.07.2015;17.12.2009;1;4
-472110;1;17.12.2009;27.10.2009;15000;0;;;;;;23.07.2015;17.12.2009;1;4
-472078;1;17.12.2009;28.09.2009;8527;0;;;;;;23.07.2015;17.12.2009;1;4
-472068;1;17.12.2009;28.10.2009;192;0;;;;;;23.07.2015;17.12.2009;1;4
-472059;1;17.12.2009;28.10.2009;1123;0;;;;;;23.07.2015;17.12.2009;1;4
-472056;1;17.12.2009;26.10.2009;3026;0;;;;;;23.07.2015;17.12.2009;1;4
-472032;2;17.12.2009;02.11.2009;9000;0;;;;;;23.07.2015;17.12.2009;1;4
-472029;1;17.12.2009;20.10.2009;0;0;;;;;;23.07.2015;17.12.2009;1;4
-472021;1;17.12.2009;21.10.2009;32,72;0;;;;;;23.07.2015;17.12.2009;1;4
-471996;1;17.12.2009;02.11.2009;340000;0;;;;;;23.07.2015;17.12.2009;1;4
-471994;1;17.12.2009;04.11.2009;115000;0;;;;;;23.07.2015;17.12.2009;1;4
-471942;1;17.12.2009;27.10.2009;957;0;;;;;;23.07.2015;17.12.2009;1;4
-471935;1;17.12.2009;27.10.2009;5304;0;;;;;;23.07.2015;17.12.2009;1;4
-471925;1;17.12.2009;04.11.2009;1640;0;;;;;;23.07.2015;17.12.2009;1;4
-471919;1;17.12.2009;04.11.2009;0;0;;;;ANEKS K PRODAJNI POGODBI Z DNE 14.09.2009VEZA: 4236-375/2009 (03013-01);;23.07.2015;17.12.2009;1;4
-471899;1;17.12.2009;31.08.2009;4520;0;;;;;;23.07.2015;17.12.2009;1;4
-471873;1;17.12.2009;30.10.2009;115000;0;;;;;;23.07.2015;17.12.2009;1;4
-471858;1;17.12.2009;29.10.2009;103000;0;;;;;;23.07.2015;17.12.2009;1;4
-471855;1;17.12.2009;02.11.2009;1560;0;;;;;;23.07.2015;17.12.2009;1;4
-471852;1;17.12.2009;31.10.2009;5500;0;;;;;;23.07.2015;17.12.2009;1;4
-471835;2;17.12.2009;22.10.2009;67327;0;;;;;;23.07.2015;17.12.2009;1;4
-471806;1;17.12.2009;30.10.2009;57500;0;;;;;;23.07.2015;17.12.2009;1;4
-471787;1;17.12.2009;10.10.2009;750;0;;;;;;23.07.2015;17.12.2009;1;4
-471773;1;17.12.2009;16.10.2009;0;0;;;;;;23.07.2015;17.12.2009;1;4
-471771;1;17.12.2009;22.10.2009;2017,82;0;;;;;;23.07.2015;17.12.2009;1;4
-471768;1;17.12.2009;26.10.2009;27000;0;;;;;;23.07.2015;17.12.2009;1;4
-471761;1;17.12.2009;26.10.2009;100000;0;;;;;;23.07.2015;17.12.2009;1;4
-471759;1;17.12.2009;28.10.2009;18778;0;;;;;;23.07.2015;17.12.2009;1;4
-471756;1;17.12.2009;10.10.2009;1800;0;;;;;;23.07.2015;17.12.2009;1;4
-471751;1;17.12.2009;03.11.2009;90000;0;;;;;;23.07.2015;17.12.2009;1;4
-471740;1;17.12.2009;21.10.2009;0;0;;;;POGODBA NAMESTO RAZLASTITVE;;23.07.2015;17.12.2009;1;4
-471735;1;17.12.2009;28.10.2009;10700;0;;;;;;23.07.2015;17.12.2009;1;4
-471732;1;17.12.2009;02.11.2009;57590;0;;;;;;23.07.2015;17.12.2009;1;4
-471719;1;17.12.2009;15.06.2009;59060;0;;;;;;23.07.2015;17.12.2009;1;4
-471698;1;17.12.2009;02.11.2009;139000;0;;;;;;23.07.2015;17.12.2009;1;4
-471690;1;17.12.2009;27.10.2009;121220;0;;;;;;23.07.2015;17.12.2009;1;4
-471682;1;17.12.2009;29.10.2009;47000;0;;;;;;23.07.2015;17.12.2009;1;4
-471678;1;17.12.2009;15.10.2009;60200;0;;;;;;23.07.2015;17.12.2009;1;4
-471644;1;17.12.2009;03.09.2009;635,7;0;;;;;;23.07.2015;17.12.2009;1;4
-471631;1;17.12.2009;15.10.2009;65000;0;;;;;;23.07.2015;17.12.2009;1;4
-471629;1;17.12.2009;28.10.2009;107000;0;;;;;;23.07.2015;17.12.2009;1;4
-471623;1;17.12.2009;13.10.2009;139700;0;;;;;;23.07.2015;17.12.2009;1;4
-471616;1;17.12.2009;30.10.2009;100000;0;;;;;;23.07.2015;17.12.2009;1;4
-471606;1;17.12.2009;19.10.2009;46686;0;;;;;;23.07.2015;17.12.2009;1;4
-471561;1;17.12.2009;26.10.2009;36500;0;;;;;;23.07.2015;17.12.2009;1;4
-471549;1;17.12.2009;22.10.2009;130000;0;;;;;;23.07.2015;17.12.2009;1;4
-471528;1;17.12.2009;15.06.2009;45000;0;;;;;;23.07.2015;17.12.2009;1;4
-471502;1;17.12.2009;12.10.2009;18968;0;;;;;;23.07.2015;17.12.2009;1;4
-471489;1;17.12.2009;28.10.2009;21300;0;;;;;;23.07.2015;17.12.2009;1;4
-471482;1;17.12.2009;26.10.2009;51200;0;;;;;;23.07.2015;17.12.2009;1;4
-471477;1;17.12.2009;15.10.2009;88212,39;0;;;;;;23.07.2015;17.12.2009;1;4
-471473;1;17.12.2009;27.10.2009;54000;0;;;;;;23.07.2015;17.12.2009;1;4
-471470;1;17.12.2009;07.10.2009;80000;0;;;;;;23.07.2015;17.12.2009;1;4
-471469;1;17.12.2009;14.10.2009;56168;0;;;;;;23.07.2015;17.12.2009;1;4
-471458;1;17.12.2009;21.10.2009;13064,24;0;;;;;;23.07.2015;17.12.2009;1;4
-471455;1;17.12.2009;26.10.2009;100000;0;;;;;;23.07.2015;17.12.2009;1;4
-471432;1;17.12.2009;13.10.2009;21000;0;;;;;;23.07.2015;17.12.2009;1;4
-471409;1;17.12.2009;23.10.2009;140000;0;;;;;;23.07.2015;17.12.2009;1;4
-471396;1;17.12.2009;26.10.2009;75000;0;;;;;;23.07.2015;17.12.2009;1;4
-471367;1;17.12.2009;21.10.2009;67000;0;;;;;;23.07.2015;17.12.2009;1;4
-471359;1;17.12.2009;13.10.2009;51900;0;;;;;;23.07.2015;17.12.2009;1;4
-471351;1;17.12.2009;16.10.2009;137000;0;;;;;;23.07.2015;17.12.2009;1;4
-471350;1;17.12.2009;20.10.2009;64000;0;;;;;;23.07.2015;17.12.2009;1;4
-471339;1;17.12.2009;12.10.2009;16000;0;;;;;;23.07.2015;17.12.2009;1;4
-471320;1;17.12.2009;23.09.2009;8000;0;;;;;;23.07.2015;17.12.2009;1;4
-471301;1;17.12.2009;14.10.2009;165000;0;;;;;;23.07.2015;17.12.2009;1;4
-471292;1;17.12.2009;05.10.2009;44500;0;;;;;;23.07.2015;17.12.2009;1;4
-471291;1;17.12.2009;10.09.2009;7200;0;;;;;;23.07.2015;17.12.2009;1;4
-471285;1;17.12.2009;16.09.2009;134160;0;;;;;;23.07.2015;17.12.2009;1;4
-471272;1;17.12.2009;15.10.2009;37000;0;;;;;;23.07.2015;17.12.2009;1;4
-471245;1;17.12.2009;14.10.2009;35000;0;;;;;;23.07.2015;17.12.2009;1;4
-471233;1;17.12.2009;08.10.2009;8000;0;;;;;;23.07.2015;17.12.2009;1;4
-471229;1;17.12.2009;08.10.2009;7069,92;0;;;;;;23.07.2015;17.12.2009;1;4
-471222;1;17.12.2009;19.10.2009;22300;0;;;;;;23.07.2015;17.12.2009;1;4
-471220;1;17.12.2009;30.07.2009;1540,74;0;;;;;;23.07.2015;17.12.2009;1;4
-471203;4;17.12.2009;07.10.2009;55000;0;;;;;;23.07.2015;17.12.2009;1;4
-471200;1;17.12.2009;01.10.2009;51500;0;;;;;;23.07.2015;17.12.2009;1;4
-471196;1;17.12.2009;10.12.2008;76;0;;;;;;23.07.2015;17.12.2009;1;4
-471194;1;17.12.2009;23.09.2009;1500;0;;;;;;23.07.2015;17.12.2009;1;4
-471180;1;17.12.2009;08.10.2009;45500;0;;;;;;23.07.2015;17.12.2009;1;4
-471170;1;17.12.2009;13.10.2009;2550;0;;;;;;23.07.2015;17.12.2009;1;4
-471149;1;17.12.2009;14.08.2009;2222,6;0;;;;;;23.07.2015;17.12.2009;1;4
-471133;1;17.12.2009;12.10.2009;3100;0;;;;;;23.07.2015;17.12.2009;1;4
-471107;1;17.12.2009;05.10.2009;8687,28;0;;;;;;23.07.2015;17.12.2009;1;4
-471104;1;17.12.2009;13.09.2009;4626,4;0;;;;;;23.07.2015;17.12.2009;1;4
-471101;1;17.12.2009;08.10.2009;6000;0;;;;;;23.07.2015;17.12.2009;1;4
-471088;1;17.12.2009;26.08.2009;2550;0;;;;;;23.07.2015;17.12.2009;1;4
-471073;1;17.12.2009;16.09.2009;72000;0;;;;;;23.07.2015;17.12.2009;1;4
-471068;1;17.12.2009;11.09.2009;13832,28;0;;;;;;23.07.2015;17.12.2009;1;4
-471052;1;17.12.2009;28.09.2009;11000;0;;;;;;23.07.2015;17.12.2009;1;4
-471034;1;17.12.2009;28.09.2009;550;0;;;;;;23.07.2015;17.12.2009;1;4
-471033;1;17.12.2009;02.09.2009;6565;0;;;;;;23.07.2015;17.12.2009;1;4
-471019;1;17.12.2009;30.09.2009;10700;0;;;;;;23.07.2015;17.12.2009;1;4
-471017;1;17.12.2009;25.02.2009;22386;0;;;;;;23.07.2015;17.12.2009;1;4
-471016;1;17.12.2009;03.03.2009;36304;0;;;;;;23.07.2015;17.12.2009;1;4
-471003;1;17.12.2009;26.08.2009;15171;0;;;;;;23.07.2015;17.12.2009;1;4
-470992;1;17.12.2009;03.09.2009;35000;0;;;;;;23.07.2015;17.12.2009;1;4
-470969;1;17.12.2009;29.09.2009;94500;0;;;;;;23.07.2015;17.12.2009;1;4
-470929;1;17.12.2009;22.05.2009;46700;0;;;;;;23.07.2015;17.12.2009;1;4
-470923;1;17.12.2009;02.07.2009;80000;0;;;;;;23.07.2015;17.12.2009;1;4
-470918;1;17.12.2009;17.11.2009;149200;1;;;;;;23.07.2015;17.12.2009;1;4
-470901;1;17.12.2009;06.11.2009;1000;0;;;;;;23.07.2015;17.12.2009;1;4
-470892;1;17.12.2009;06.11.2009;38000;1;;;;;;23.07.2015;17.12.2009;1;4
-470874;1;16.12.2009;23.11.2009;14785;0;;;;;;23.07.2015;16.12.2009;1;4
-470873;1;16.12.2009;04.11.2009;96000;0;;;;;;23.07.2015;16.12.2009;1;4
-470822;1;15.12.2009;07.11.2009;100000;1;;;;;;23.07.2015;15.12.2009;1;4
-470813;1;15.12.2009;14.12.2009;59500;0;;;;;;23.07.2015;15.12.2009;1;4
-470791;1;15.12.2009;12.08.2009;198000;1;;;;;;23.07.2015;15.12.2009;1;4
-470783;1;15.12.2009;10.04.2009;135000;0;;;;;;23.07.2015;15.12.2009;1;4
-470777;1;15.12.2009;12.11.2009;49000;0;;;;;;23.07.2015;15.12.2009;1;4
-470775;1;15.12.2009;03.12.2009;60000;1;;;;;;23.07.2015;15.12.2009;1;4
-470770;1;15.12.2009;13.03.2009;67000;0;;;;;;23.07.2015;15.12.2009;1;4
-470749;1;14.12.2009;05.11.2009;160000;0;;;;;;23.07.2015;14.12.2009;1;4
-470743;1;15.12.2009;20.10.2009;125000;0;;;;;;23.07.2015;15.12.2009;1;4
-470741;1;14.12.2009;11.11.2009;258500;1;;;;;;23.07.2015;14.12.2009;1;4
-470729;1;15.12.2009;16.09.2009;95000;0;;;;;;23.07.2015;15.12.2009;1;4
-470724;1;14.12.2009;16.11.2009;200000;0;;;;;;23.07.2015;14.12.2009;1;4
