ID Posla;Šifra KO;Ime KO;Občina;Parcelna številka;Vrsta zemljišča;Vrsta trajnega nasada;Starost trajnega nasada;Prodani delež parcele;Opombe o nepremičnini;Površina parcele;Pogodbena cena parcele;Stopnja DDV parcele
-623178;514;KRIVI VRH;SVETA ANA;113/11;3;;;1/1;;800;;
-623176;1994;DOBROVA;DOBROVA-POLHOV GRADEC;1496/9;5;;;1/3;;408;;
-623154;1073;TRNOVLJE;CELJE;1035/16;7;;;1/1;;1902;;
-623154;1073;TRNOVLJE;CELJE;1040/6;7;;;1/1;;7477;;
-623144;1844;VODICE;LITIJA;1451/1;5;;;1/1;Objekt je gospodarski - zidanica.;963;;
-623135;2319;BUKOVICA;RENČE-VOGRSKO;931;5;;;1/1;;359;;
-623135;2319;BUKOVICA;RENČE-VOGRSKO;930;5;;;1/1;;37;;
-623081;721;MORJE;RAČE-FRAM;693;7;;;1/1;;633;;
-623081;721;MORJE;RAČE-FRAM;696/1;7;;;1/1;;4139;;
-623081;721;MORJE;RAČE-FRAM;692/2;7;;;1/1;;2442;;
-623081;721;MORJE;RAČE-FRAM;698;7;;;1/1;;906;;
-623081;721;MORJE;RAČE-FRAM;697;7;;;1/1;;2543;;
-623081;721;MORJE;RAČE-FRAM;696/3;3;;;1/1;;422;;
-623081;721;MORJE;RAČE-FRAM;696/4;3;;;1/1;;1757;;
-623071;2325;MIREN;MIREN-KOSTANJEVICA;346;7;;;947/211066;;4020;;
-623143;1833;SAVA PRI LITIJI;LITIJA;1322;5;;;1/1;;1110;;
-623139;1983;BABNA GORA;DOBROVA-POLHOV GRADEC;585;9;;;1/1;;33740;;
-623080;753;SLOVENSKA BISTRICA;SLOVENSKA BISTRICA;1017/30;6;;;1/1;;14;;
-623074;753;SLOVENSKA BISTRICA;SLOVENSKA BISTRICA;1017/25;6;;;1/1;;14;;
-623072;748;SPODNJA POLSKAVA;SLOVENSKA BISTRICA;1000/8;3;;;1/1;;561;;
-623072;748;SPODNJA POLSKAVA;SLOVENSKA BISTRICA;1000/75;5;;;1/1;;319;;
-623071;2325;MIREN;MIREN-KOSTANJEVICA;328;7;;;947/211066;;187856;;
-623139;1983;BABNA GORA;DOBROVA-POLHOV GRADEC;291;9;;;1/1;;31676;;
-623138;2618;MOVRAŽ;KOPER;6469/2;3;;;1/1;;192;;
-623115;1817;RADOHOVA VAS;IVANČNA GORICA;60/96;6;;;1/1;;18;;
-623114;1844;VODICE;LITIJA;1153/1;3;;;1/1;;90;;
-623114;1844;VODICE;LITIJA;1150/1;7;;;1/1;;1809;;
-623114;1844;VODICE;LITIJA;1156;7;;;1/1;;691;;
-623114;1844;VODICE;LITIJA;1150/2;7;;;1/1;;1879;;
-623081;721;MORJE;RAČE-FRAM;691;9;;;1/1;;4582;;
-623081;721;MORJE;RAČE-FRAM;692/1;9;;;1/1;;13653;;
-623081;721;MORJE;RAČE-FRAM;696/5;7;;;1/1;;287;;
-623071;2325;MIREN;MIREN-KOSTANJEVICA;344;7;;;947/211066;;4030;;
-623071;2325;MIREN;MIREN-KOSTANJEVICA;345;7;;;947/211066;;4380;;
-623071;2326;RUPA;MIREN-KOSTANJEVICA;20/1;7;;;1/4;;4349;;
-623071;2326;RUPA;MIREN-KOSTANJEVICA;19;7;;;1/4;;3410;;
-623071;2325;MIREN;MIREN-KOSTANJEVICA;347/2;7;;;947/211066;;1310;;
-623071;2326;RUPA;MIREN-KOSTANJEVICA;20/2;7;;;1/4;;1745;;
-623071;2325;MIREN;MIREN-KOSTANJEVICA;347/1;7;;;947/211066;;9470;;
-623066;1761;DOL PRI LJUBLJANI;DOL PRI LJUBLJANI;611/71;6;;;1/1;;26;;
-623066;1761;DOL PRI LJUBLJANI;DOL PRI LJUBLJANI;611/72;3;;;1/1;;126;;
-623064;1772;SLAPE;LJUBLJANA;942/4;3;;;1/1;;279;;
-623064;1772;SLAPE;LJUBLJANA;942/3;5;;;1/1;;74;;
-623063;497;DOBRINA;ŽETALE;1367;7;;;1/1;;644;;
-623067;1761;DOL PRI LJUBLJANI;DOL PRI LJUBLJANI;611/75;3;;;1/1;;101;;
-623067;1761;DOL PRI LJUBLJANI;DOL PRI LJUBLJANI;611/59;6;;;1/1;;22;;
-623065;375;ROTMAN;JURŠINCI;44/1;5;;;1/1;;597;;
-623063;497;DOBRINA;ŽETALE;1286;7;;;1/1;;4798;;
-623063;497;DOBRINA;ŽETALE;1289;7;;;1/1;;361;;
-623063;497;DOBRINA;ŽETALE;1290;7;;;1/1;;8527;;
-623063;497;DOBRINA;ŽETALE;1288;7;;;1/1;;539;;
-623063;497;DOBRINA;ŽETALE;1291;10;;;1/1;pot;460;;
-623063;497;DOBRINA;ŽETALE;1287/1;5;;;1/1;;2489;;
-623063;497;DOBRINA;ŽETALE;*182;5;;;1/1;gospodarsko poslopje;352;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;795;7;;;1/1;;816;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;796;7;;;1/1;;3604;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;797/2;7;;;1/1;;532;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;794;7;;;1/1;;72;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;798;7;;;1/1;;173;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;789;7;;;1/1;;4064;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;790/1;7;;;1/1;;3690;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;787/1;7;;;1/1;;800;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;799;7;;;1/1;;9096;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;800;7;;;1/1;;1841;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;786/1;7;;;1/1;;9116;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;801/1;7;;;1/1;;14117;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;797/1;7;;;1/1;;15818;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;786/3;7;;;1/1;;25;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;801/2;7;;;1/1;;183;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;806;9;;;1/1;;2525;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;807/1;9;;;1/1;;75894;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;793;9;;;1/1;;572;;
-623049;1099;GORENJE PRI ZREČAH;ZREČE;801/3;5;;;1/1;;338;;
-623048;1114;KONJIŠKA VAS;SLOVENSKE KONJICE;26/6;5;;;1/1;;638;;
-623046;1054;NOVAKE;VOJNIK;669;9;;;1/1;;5697;;
-623043;710;DVORJANE;DUPLEK;381/80;5;;;1/1;;822;;
-623042;157;DOLGA VAS PRI LENDAVI;LENDAVA;1934;7;;;1/1;;840;;
-623042;157;DOLGA VAS PRI LENDAVI;LENDAVA;1933;7;;;1/1;;621;;
-623039;1572;ROG;KOČEVJE;111;9;;;NP;;442331;;
-623038;343;VITOMARCI;SVETI ANDRAŽ V SLOV. GORICAH;126;3;;;1/1;;762;;
-623037;188;POLICE;GORNJA RADGONA;163/8;1;;;1/1;;508;;
-623037;188;POLICE;GORNJA RADGONA;163/7;1;;;1/1;;498;;
-623034;213;DRAGOTINCI;SVETI JURIJ OB ŠČAVNICI;200/1;9;;;1/3;;2322;;
-623036;2200;BOHINJSKA BISTRICA;BOHINJ;71;5;;;1/1;;511;;
-623035;140;ČRENŠOVCI;ČRENŠOVCI;928/1;7;;;1/1;;4034;;
-623034;213;DRAGOTINCI;SVETI JURIJ OB ŠČAVNICI;199;7;;;1/3;;1079;;
-623033;187;ČREŠNJEVCI;GORNJA RADGONA;547/1;7;;;1/1;;1620;;
-623032;2580;RAČICE;ILIRSKA BISTRICA;32;3;;;1/1;;332;;
-623031;1724;BREZOVICA;BREZOVICA;2887;7;;;1/1;;5535;;
-623030;1511;DRAŠIČI;METLIKA;1871;7;;;1/1;;849;;
-623030;1511;DRAŠIČI;METLIKA;1880;7;;;1/1;;165;;
-623030;1511;DRAŠIČI;METLIKA;1883;7;;;1/1;;309;;
-623029;268;SLAMNJAK;LJUTOMER;124/2;7;;;1/1;;989;;
-623029;268;SLAMNJAK;LJUTOMER;123/3;7;;;1/1;;524;;
-623027;259;LJUTOMER;LJUTOMER;2522;2;;;1/1;;447;;
-623027;259;LJUTOMER;LJUTOMER;2523;2;;;1/1;;492;;
-623013;863;ŠENTILJ POD TURJAKOM;MISLINJA;1110/61;5;;;1/1;;68;;
-623025;823;RIBNICA NA POHORJU;RIBNICA NA POHORJU;103/9;3;;;1/1;;514;;
-623023;1795;VELIKE LIPLJENE;GROSUPLJE;1591;3;;;1/52;;2046;;
-623015;1840;POLŠNIK;LITIJA;1862/5;9;;;1/1;;673;;
-623010;1516;PRIMOSTEK;METLIKA;1535;9;;;1/1;;529;;
-623010;1516;PRIMOSTEK;METLIKA;1486;9;;;1/1;;1219;;
-623010;1516;PRIMOSTEK;METLIKA;1534;9;;;1/1;;17318;;
-623010;1516;PRIMOSTEK;METLIKA;1588;9;;;1/1;;2996;;
-623008;2544;TRPČANE;ILIRSKA BISTRICA;*22;5;;;3/32;;176;;
-623007;1451;MIRNA PEČ;MIRNA PEČ;1007/9;3;;;1/1;;756;;
-623006;773;PEČKE;MAKOLE;685;7;;;1/1;;2284;;
-623004;2000;ZAPLANA;VRHNIKA;689/98;3;;;1/1;;10;;
-623002;1516;PRIMOSTEK;METLIKA;1670/5;3;;;1/1;;37;;
-623002;1516;PRIMOSTEK;METLIKA;1674/17;3;;;1/1;;251;;
-623002;1516;PRIMOSTEK;METLIKA;1674/48;3;;;1/1;;528;;
-623002;1516;PRIMOSTEK;METLIKA;1674/43;3;;;1/1;;198;;
-622996;1848;ŠTANGA;ŠMARTNO PRI LITIJI;707;5;;;1/1;;380;;
-622994;2191;ŽELEČE;BLED;42/15;6;;;1/1;;13;;
-622995;2447;SENOŽEČE;DIVAČA;2767/1;7;;;1/1;;745;;
-622995;2447;SENOŽEČE;DIVAČA;2767/3;7;;;1/1;;1097;;
-622994;2191;ŽELEČE;BLED;42/12;6;;;1/1;;26;;
-622994;2191;ŽELEČE;BLED;42/13;6;;;1/1;;13;;
-622994;2191;ŽELEČE;BLED;42/16;6;;;1/1;;2;;
-622994;2191;ŽELEČE;BLED;42/14;6;;;1/1;;13;;
-622994;2191;ŽELEČE;BLED;42/7;6;;;454/1000;;276;;
-622991;847;VRHE;SLOVENJ GRADEC;514/2;9;;;1/1;;379;;
-622991;847;VRHE;SLOVENJ GRADEC;514/1;7;;;1/1;;2150;;
-622988;1151;BREZJE;DOBJE;323/1;2;;;1/1;;142;;
-622985;2435;KRIŽ;SEŽANA;483;7;;;1/1;;97;;
-622985;2435;KRIŽ;SEŽANA;482;7;;;1/1;;4255;;
-622985;2435;KRIŽ;SEŽANA;485;7;;;1/1;;50;;
-622982;2435;KRIŽ;SEŽANA;435;9;;;1/1;;3528;;
-622984;2413;MALI DOL;KOMEN;3028/3;3;;;1/1;;99;;
-622982;2435;KRIŽ;SEŽANA;29;7;;;1/1;;2011;;
-622982;2435;KRIŽ;SEŽANA;30;7;;;1/1;;1852;;
-622982;2437;UTOVLJE;SEŽANA;787;9;;;1/1;;2244;;
-622982;2435;KRIŽ;SEŽANA;92/2;9;;;1/1;;8855;;
-622981;2445;POTOČE;DIVAČA;158/93;10;;;1/2;;25535;;
-622977;1659;RAKEK;CERKNICA;1145/9;3;;;1/1;;743;;
-622977;1659;RAKEK;CERKNICA;1145/9;5;;;1/1;;743;;
-622976;2441;DOLENJA VAS;DIVAČA;2697;9;;;13/32;;3082;;
-622976;2441;DOLENJA VAS;DIVAČA;2759;9;;;13/32;;587;;
-622976;2441;DOLENJA VAS;DIVAČA;2422/5;9;;;13/32;;4985;;
-622976;2441;DOLENJA VAS;DIVAČA;2737;9;;;13/32;;2890;;
-622976;2441;DOLENJA VAS;DIVAČA;2727;9;;;13/32;;2923;;
-622975;49;ROPOČA;ROGAŠOVCI;573;7;;;1/1;;2090;;
-622972;162;KAPCA;LENDAVA;1657;3;;;1/1;;1003;;
-622972;162;KAPCA;LENDAVA;1656;5;;;0/1;;887;;
-622972;162;KAPCA;LENDAVA;1656;5;;;1/1;;887;;
-622971;1542;ZASTAVA;ČRNOMELJ;1420;7;;;1/1;;119;;
-622971;1542;ZASTAVA;ČRNOMELJ;1093/2;7;;;1/1;;317;;
-622970;596;ZGORNJA KUNGOTA;KUNGOTA;697/13;5;;;1/1;;590;;
-622968;148;RENKOVCI;TURNIŠČE;3218;7;;;1/1;;1069;;
-622968;148;RENKOVCI;TURNIŠČE;3217;7;;;1/1;;983;;
-622967;824;HUDI KOT;RIBNICA NA POHORJU;1119/3;7;;;1/1;;27;;
-622967;824;HUDI KOT;RIBNICA NA POHORJU;1128/5;7;;;1/1;;148;;
-622963;1278;DEČNO SELO;BREŽICE;288;3;;;1/1;;187;;
-622963;1278;DEČNO SELO;BREŽICE;289/1;5;;;1/1;;1898;;
-622963;1278;DEČNO SELO;BREŽICE;289/1;5;;;1/1;;1898;;
-622963;1278;DEČNO SELO;BREŽICE;289/1;5;;;1/1;;1898;;
-622962;97;MOTVARJEVCI;MORAVSKE TOPLICE;3342;5;;;1/1;;6800;;
-622960;21;PANOVCI;GORNJI PETROVCI;1216;5;;;1/1;;1184;;
-622962;97;MOTVARJEVCI;MORAVSKE TOPLICE;3332;7;;;1/1;;1456;;
-622961;1331;KOSTANJEVICA;KOSTANJEVICA NA KRKI;194/25;7;;;1/1;;116;;
-622960;21;PANOVCI;GORNJI PETROVCI;1215;7;;;1/1;;476;;
-622960;21;PANOVCI;GORNJI PETROVCI;1216;5;;;1/1;;1184;;
-622960;21;PANOVCI;GORNJI PETROVCI;1216;5;;;1/1;;1184;;
-622958;2001;STARA VRHNIKA;VRHNIKA;105/1;7;;;1/1;;1723;;
-622958;2001;STARA VRHNIKA;VRHNIKA;1320;9;;;1/1;;3625;;
-622957;1310;NOVA VAS;BREŽICE;728/2;7;;;1/1;;1308;;
-622955;2032;RETEČE;ŠKOFJA LOKA;4/8;5;;;1/1;;349;;
-622955;2032;RETEČE;ŠKOFJA LOKA;4/8;5;;;1/1;;349;;
-622954;1761;DOL PRI LJUBLJANI;DOL PRI LJUBLJANI;115/27;3;;;1/1;;336;;
-622954;1761;DOL PRI LJUBLJANI;DOL PRI LJUBLJANI;115/30;3;;;1/1;;162;;
-622953;1214;RAJNKOVEC;ROGAŠKA SLATINA;56/1;10;;;1/1;;459;;
-622954;1761;DOL PRI LJUBLJANI;DOL PRI LJUBLJANI;115/28;3;;;1/4;;202;;
-622954;1761;DOL PRI LJUBLJANI;DOL PRI LJUBLJANI;115/32;3;;;1/3;;37;;
-622953;1214;RAJNKOVEC;ROGAŠKA SLATINA;55/2;10;;;1/1;;146;;
-622953;1214;RAJNKOVEC;ROGAŠKA SLATINA;587/1;10;;;1/1;;9690;;
-622952;1761;DOL PRI LJUBLJANI;DOL PRI LJUBLJANI;115/28;3;;;1/4;;202;;
-622952;1761;DOL PRI LJUBLJANI;DOL PRI LJUBLJANI;115/26;3;;;1/1;;509;;
-622952;1761;DOL PRI LJUBLJANI;DOL PRI LJUBLJANI;115/25;3;;;1/1;;105;;
-622950;1734;JEŽICA;LJUBLJANA;1182;5;;;1/1;;736;;
-622950;1734;JEŽICA;LJUBLJANA;1182;5;;;1/1;;736;;
-622949;1723;VIČ;LJUBLJANA;1251/46;10;;;1/1;;52;;
-622948;2211;ČEZSOČA;BOVEC;235;3;;;1/1;;12;;
-622946;1316;STARA VAS;KRŠKO;576/3;2;;;1/1;;449;;
-622946;1316;STARA VAS;KRŠKO;*665;5;;;1/1;;92;;
-622943;2057;GORENJA VAS;GORENJA VAS-POLJANE;771/2;7;;;1/1;;1354;;
-622943;2057;GORENJA VAS;GORENJA VAS-POLJANE;765;7;;;1/1;;766;;
-622943;2057;GORENJA VAS;GORENJA VAS-POLJANE;777/4;7;;;1/1;;1004;;
-622941;1515;METLIKA;METLIKA;1027/17;3;;;1/1;;520;;
-622940;2501;PETELINJE;PIVKA;4123/2;3;;;1/1;;63;;
-622939;2595;ŠKOFIJE;KOPER;*39/1;5;;;1/1;;19;;
-622938;497;DOBRINA;ŽETALE;1289;7;;;1/1;;361;;
-622938;497;DOBRINA;ŽETALE;1286;7;;;1/1;;4798;;
-622938;497;DOBRINA;ŽETALE;1290;7;;;1/1;;8527;;
-622938;497;DOBRINA;ŽETALE;1367;7;;;1/1;;644;;
-622938;497;DOBRINA;ŽETALE;1288;7;;;1/1;;539;;
-622938;497;DOBRINA;ŽETALE;1291;10;;;1/1;;460;;
-622938;497;DOBRINA;ŽETALE;*182;5;;;1/1;;352;;
-622938;497;DOBRINA;ŽETALE;1287/1;5;;;1/1;;2489;;
-622937;1758;DRAGOMELJ;DOMŽALE;136/8;7;;;1/1;;379;;
-622937;1758;DRAGOMELJ;DOMŽALE;136/9;7;;;1/1;;111;;
-622935;2706;ZELENA JAMA;LJUBLJANA;1500;5;;;1/2;;331;;
-622931;1966;SELO;DOMŽALE;555/1;7;;;1/1;;6;;
-622933;2613;TRUŠKE;KOPER;4286;3;;;1/1;;108;;
-622933;2613;TRUŠKE;KOPER;5371;5;;;1/3;;198;;
-622932;2135;DRULOVKA;KRANJ;93/3;5;;;1/1;;144;;
-622931;1966;SELO;DOMŽALE;556/3;7;;;1/1;;12;;
-622931;1966;SELO;DOMŽALE;557/1;7;;;1/1;;64;;
-622930;1321;LESKOVEC;KRŠKO;541/3;3;;;2/3;;700;;
-622930;1321;LESKOVEC;KRŠKO;*153;3;;;2/3;;67;;
-622929;1378;BREZOVO;SEVNICA;168/9;7;;;1/1;;2188;;
-622928;2612;SVETI ANTON;KOPER;1019;3;;;1/1;;114;;
-622926;1966;SELO;DOMŽALE;651/69;7;;;1/1;;299;;
-622925;1948;KRAŠCE;MORAVČE;616;7;;;59/80;;716;;
-622924;1961;TRZIN;TRZIN;85;10;;;1/2;;470;;
-622923;1838;LITIJA;LITIJA;306/5;3;;;1/2;;366;;
-622923;1838;LITIJA;LITIJA;306/15;3;;;1/1;;194;;
-622922;1006;LATKOVA VAS;PREBOLD;1136/9;3;;;1/1;;558;;
-622922;1006;LATKOVA VAS;PREBOLD;1136/10;8;;;1/1;;639;;
-622921;1911;KAMNIK;KAMNIK;951;3;;;1/1;;1730;;
-622920;2049;HOTAVLJE;GORENJA VAS-POLJANE;112/1;3;;;1/1;;358;;
-622918;1378;BREZOVO;SEVNICA;168/6;7;;;1/1;;1142;;
-622914;1316;STARA VAS;KRŠKO;677/4;7;;;1/1;;906;;
-622917;1702;TOMIŠELJ;IG;1438;7;;;1/1;;8848;;
-622916;2622;TOPOLOVEC;KOPER;*110;5;;;1/1;;18;;
-622915;512;LEDINEK;SVETA ANA;353/1;7;;;1/1;;9930;;
-622910;1796;CESTA;DOBREPOLJE;1226/149;3;;;1/1;;589;;
-622909;2641;ZAGORJE;ZAGORJE OB SAVI;640/10;10;;;1/1;;68;;
-622907;1718;DVORSKA VAS;VELIKE LAŠČE;1862/4;3;;;1/1;;68;;
-622906;1770;KAŠELJ;LJUBLJANA;1115/2;3;;;302/2076;;824;;
-622906;1770;KAŠELJ;LJUBLJANA;1115/1;3;;;302/2076;;1252;;
-622905;1651;BABNO POLJE;LOŠKA DOLINA;167/87;3;;;1/1;;140;;
-622904;1664;ŠTRUKLJEVA VAS;CERKNICA;679;9;;;1/1;;6104;;
-622903;50;GERLINCI;CANKOVA;1562;9;;;1/1;;834;;
-622900;1322;KRŠKO;KRŠKO;1573/7;7;;;1/1;;2570;;
-622901;1708;GOLO;IG;1350;7;;;1/1;;26928;;
-622901;1708;GOLO;IG;1351;3;;;1/1;;2618;;
-622900;1322;KRŠKO;KRŠKO;1573/6;7;;;1/1;;400;;
