ID Posla;Vrsta kupoprodajnega posla;Datum uveljavitve;Datum sklenitve pogodbe;Pogodbena cena / Odškodnina;Vključenost DDV;Stopnja DDV;Datum izteka lizinga;Datum prenehanja lizinga;Opombe o pravnem poslu;Posredovanje nepremičninske agencije;Datum zadnje spremembe posla;Datum zadnje uveljavitve posla;Vrsta akta;Tržnost posla
-622068;1;17.12.2012;15.11.2011;30000;0;;;;;;23.07.2015;17.12.2012;1;4
-622064;1;17.12.2012;24.08.2012;225000;0;;;;;;23.07.2015;17.12.2012;1;4
-622059;1;17.12.2012;07.09.2012;1502;0;;;;;;23.07.2015;17.12.2012;1;4
-622055;4;17.12.2012;12.11.2012;30000;0;;;;;;23.07.2015;17.12.2012;1;4
-622051;1;17.12.2012;30.10.2012;66000;0;;;;;;23.07.2015;17.12.2012;1;4
-622042;1;17.12.2012;27.10.2012;50000;0;;;;;;23.07.2015;17.12.2012;1;4
-622036;1;17.12.2012;01.10.2012;1000;0;;;;;;23.07.2015;17.12.2012;1;4
-622034;1;17.12.2012;12.11.2012;100;0;;;;;;23.07.2015;17.12.2012;1;4
-622032;1;17.12.2012;08.11.2012;18700;0;;;;;;23.07.2015;17.12.2012;1;4
-622031;1;17.12.2012;08.11.2012;97000;0;;;;;;23.07.2015;17.12.2012;1;4
-622015;1;17.12.2012;30.10.2012;46000;0;;;;;;23.07.2015;17.12.2012;1;4
-622013;1;17.12.2012;30.09.2012;1200;0;;;;;;23.07.2015;17.12.2012;1;4
-622010;1;17.12.2012;26.10.2012;17200;0;;;;;;23.07.2015;17.12.2012;1;4
-621972;1;17.12.2012;20.10.2012;9352;0;;;;;;23.07.2015;17.12.2012;1;4
-621971;1;17.12.2012;02.08.2012;5140;0;;;;;;23.07.2015;17.12.2012;1;4
-621968;1;17.12.2012;03.10.2012;100;0;;;;;;23.07.2015;17.12.2012;1;4
-621963;1;17.12.2012;24.10.2012;38000;0;;;;;;23.07.2015;17.12.2012;1;4
-621959;1;17.12.2012;20.10.2012;1800;0;;;;;;23.07.2015;17.12.2012;1;4
-621955;1;17.12.2012;06.08.2012;89267;0;;;;;;23.07.2015;17.12.2012;1;4
-621936;1;17.12.2012;24.10.2012;14500;0;;;;;;23.07.2015;17.12.2012;1;4
-621931;1;17.12.2012;10.08.2012;9000;0;;;;;;23.07.2015;17.12.2012;1;4
-621928;1;17.12.2012;02.10.2012;10700;0;;;;;;23.07.2015;17.12.2012;1;4
-621915;1;17.12.2012;17.10.2012;180000;0;;;;;;23.07.2015;17.12.2012;1;4
-621907;1;17.12.2012;20.10.2012;250000;0;;;;;;23.07.2015;17.12.2012;1;4
-621903;1;17.12.2012;30.10.2012;112000;0;;;;;;23.07.2015;17.12.2012;1;4
-621895;1;17.12.2012;09.09.2012;18000;0;;;;;;23.07.2015;17.12.2012;1;4
-621887;1;17.12.2012;22.10.2012;3314;0;;;;;;23.07.2015;17.12.2012;1;4
-621841;1;17.12.2012;19.10.2012;40000;0;;;;;;23.07.2015;17.12.2012;1;4
-621839;1;17.12.2012;09.10.2012;25000;0;;;;;;23.07.2015;17.12.2012;1;4
-621823;1;17.12.2012;12.11.2012;50000;0;;;;;;23.07.2015;17.12.2012;1;4
-621799;1;17.12.2012;13.10.2012;63000;0;;;;;;23.07.2015;17.12.2012;1;4
-621788;1;17.12.2012;25.10.2012;1200;0;;;;;;23.07.2015;17.12.2012;1;4
-621767;1;17.12.2012;07.11.2012;1014;0;;;;;;23.07.2015;17.12.2012;1;4
-621764;1;17.12.2012;18.10.2012;8333;0;;;;;;23.07.2015;17.12.2012;1;4
-621735;2;17.12.2012;29.08.2012;191,5;0;;;;;;23.07.2015;17.12.2012;1;4
-621726;1;17.12.2012;25.10.2012;36685;0;;;;;;23.07.2015;17.12.2012;1;4
-621719;1;17.12.2012;21.09.2012;17500;0;;;;;;23.07.2015;17.12.2012;1;4
-621709;1;17.12.2012;30.10.2012;715;0;;;;;;23.07.2015;17.12.2012;1;4
-621708;2;17.12.2012;04.09.2012;5392,5;0;;;;;;23.07.2015;17.12.2012;1;4
-621688;2;17.12.2012;02.10.2012;45196,5;0;;;;;;23.07.2015;17.12.2012;1;4
-621678;1;17.12.2012;17.09.2012;708;0;;;;;;23.07.2015;17.12.2012;1;4
-621676;1;17.12.2012;05.11.2012;18000;0;;;;;;23.07.2015;17.12.2012;1;4
-621674;1;17.12.2012;02.11.2012;70000;0;;;;;;23.07.2015;17.12.2012;1;4
-621652;1;17.12.2012;14.09.2012;3000;0;;;;;;23.07.2015;17.12.2012;1;4
-621651;1;17.12.2012;01.10.2012;840;0;;;;;;23.07.2015;17.12.2012;1;4
-621637;1;17.12.2012;14.11.2012;40000;0;;;;;;23.07.2015;17.12.2012;1;4
-621628;1;17.12.2012;14.11.2012;68500;0;;;;;;23.07.2015;17.12.2012;1;4
-621609;1;17.12.2012;14.11.2012;95904;0;;;;;;23.07.2015;17.12.2012;1;4
-621559;1;17.12.2012;16.11.2012;100000;0;;;;;;23.07.2015;17.12.2012;1;4
-621558;1;17.12.2012;15.11.2012;140000;0;;;;;;23.07.2015;17.12.2012;1;4
-621557;1;17.12.2012;26.10.2012;4500;0;;;;Predmet prodaje je garaža v garažni hiši, ki nima naslova, zato je uporabljen kar naslov kupca.;;23.07.2015;17.12.2012;1;4
-621556;1;17.12.2012;19.09.2012;11500;0;;;;;;23.07.2015;17.12.2012;1;4
-621539;1;17.12.2012;08.10.2012;5500;0;;;;;;23.07.2015;17.12.2012;1;4
-621535;1;17.12.2012;10.10.2012;8;0;;;;;;23.07.2015;17.12.2012;1;4
-621532;1;17.12.2012;29.10.2012;55500;0;;;;;;23.07.2015;17.12.2012;1;4
-621529;1;17.12.2012;29.10.2012;75000;0;;;;;;23.07.2015;17.12.2012;1;4
-621497;1;17.12.2012;14.09.2012;67156;0;;;;;;23.07.2015;17.12.2012;1;4
-621489;1;17.12.2012;24.10.2012;61000;0;;;;;;23.07.2015;17.12.2012;1;4
-621478;1;17.12.2012;29.10.2012;117500;0;;;;;;23.07.2015;17.12.2012;1;4
-621470;1;17.12.2012;29.10.2012;54400;0;;;;;;23.07.2015;17.12.2012;1;4
-621448;1;17.12.2012;05.11.2012;3500;0;;;;RAZLIČNI DATUMI PRIDOBITVE;;23.07.2015;17.12.2012;1;4
-621441;1;17.12.2012;05.11.2012;38000;0;;;;;;23.07.2015;17.12.2012;1;4
-621438;1;17.12.2012;23.07.2012;6000;0;;;;;;23.07.2015;17.12.2012;1;4
-621434;1;17.12.2012;08.10.2012;21594;0;;;;;;23.07.2015;17.12.2012;1;4
-621433;1;17.12.2012;12.10.2012;20805;0;;;;;;23.07.2015;17.12.2012;1;4
-621422;1;17.12.2012;02.11.2012;120000;0;;;;;;23.07.2015;17.12.2012;1;4
-621416;1;17.12.2012;09.11.2012;82000;0;;;;;;23.07.2015;17.12.2012;1;4
-621405;1;17.12.2012;07.11.2012;74000;0;;;;;;23.07.2015;17.12.2012;1;4
-621394;1;17.12.2012;09.11.2012;17250;0;;;;;;23.07.2015;17.12.2012;1;4
-621384;1;17.12.2012;25.10.2012;3000;0;;;;;;23.07.2015;17.12.2012;1;4
-621374;1;17.12.2012;04.10.2012;70000;0;;;;;;23.07.2015;17.12.2012;1;4
-621372;2;17.12.2012;23.10.2012;25500;0;;;;;;23.07.2015;17.12.2012;1;4
-621368;1;17.12.2012;23.10.2012;30120;0;;;;;;23.07.2015;17.12.2012;1;4
-621364;1;17.12.2012;26.10.2012;150;0;;;;;;23.07.2015;17.12.2012;1;4
-621362;1;17.12.2012;22.08.2012;25000;0;;;;;;23.07.2015;17.12.2012;1;4
-621352;1;17.12.2012;05.07.2012;2500;0;;;;;;23.07.2015;17.12.2012;1;4
-621338;1;17.12.2012;07.11.2012;46,2;0;;;;;;23.07.2015;17.12.2012;1;4
-621325;1;17.12.2012;08.11.2012;35000;0;;;;;;23.07.2015;17.12.2012;1;4
-621281;1;17.12.2012;19.10.2012;45000;0;;;;;;23.07.2015;17.12.2012;1;4
-621272;1;17.12.2012;14.06.2012;2500;0;;;;;;23.07.2015;17.12.2012;1;4
-621270;1;17.12.2012;30.10.2012;97000;0;;;;;;23.07.2015;17.12.2012;1;4
-621267;1;17.12.2012;26.10.2012;1500;0;;;;;;23.07.2015;17.12.2012;1;4
-621266;4;17.12.2012;10.10.2012;26275;0;;;;;;23.07.2015;17.12.2012;1;4
-621258;1;17.12.2012;10.10.2012;10080;0;;;;;;23.07.2015;17.12.2012;1;4
-621257;1;17.12.2012;24.10.2012;5000;0;;;;;;23.07.2015;17.12.2012;1;4
-621255;1;17.12.2012;24.09.2012;412,93;0;;;;;;23.07.2015;17.12.2012;1;4
-621238;1;17.12.2012;19.11.2012;55000;0;;;;;;23.07.2015;17.12.2012;1;4
-621233;1;17.12.2012;21.11.2012;50000;0;;;;;;23.07.2015;17.12.2012;1;4
-621226;1;17.12.2012;12.11.2012;103000;0;;;;;;23.07.2015;17.12.2012;1;4
-621224;1;17.12.2012;21.11.2012;40500;0;;;;;;23.07.2015;17.12.2012;1;4
-621170;1;17.12.2012;30.10.2012;55000;0;;;;;;23.07.2015;17.12.2012;1;4
-621167;1;17.12.2012;23.11.2012;30000;0;;;;;;23.07.2015;17.12.2012;1;4
-621161;1;17.12.2012;19.09.2012;2500;0;;;;;;23.07.2015;17.12.2012;1;4
-621159;1;17.12.2012;25.10.2012;31177,15;0;;;;;;23.07.2015;17.12.2012;1;4
-621154;1;17.12.2012;29.10.2012;1875,75;0;;;;;;23.07.2015;17.12.2012;1;4
-621125;1;17.12.2012;28.11.2012;90000;0;;;;;;23.07.2015;17.12.2012;1;4
-621121;1;17.12.2012;27.11.2012;209,16;0;;;;;;23.07.2015;17.12.2012;1;4
-621100;1;17.12.2012;17.09.2012;4520;0;;;;;;23.07.2015;17.12.2012;1;4
-621090;1;17.12.2012;14.11.2012;42000;0;;;;;;23.07.2015;17.12.2012;1;4
-621087;1;17.12.2012;19.11.2012;67500;0;;;;;;23.07.2015;17.12.2012;1;4
-621085;1;17.12.2012;26.11.2012;59000;0;;;;;;23.07.2015;17.12.2012;1;4
-621068;1;17.12.2012;15.11.2012;2180;0;;;;;;23.07.2015;17.12.2012;1;4
-621062;1;17.12.2012;08.10.2012;1200;0;;;;;;23.07.2015;17.12.2012;1;4
-621060;1;17.12.2012;19.11.2012;183000;0;;;;;;23.07.2015;17.12.2012;1;4
-621047;1;17.12.2012;20.06.2011;3500;0;;;;;;23.07.2015;17.12.2012;1;4
-621040;1;17.12.2012;12.10.2012;1008;0;;;;;;23.07.2015;17.12.2012;1;4
-621031;3;17.12.2012;17.09.2012;54700;0;;;;domik;;23.07.2015;17.12.2012;1;4
-621030;1;17.12.2012;06.11.2012;50000;0;;;;;;23.07.2015;17.12.2012;1;4
-621027;3;17.12.2012;02.11.2012;5000;0;;;;;;23.07.2015;17.12.2012;1;4
-621013;1;17.12.2012;21.11.2012;40744,54;0;;;;;;23.07.2015;17.12.2012;1;4
-621011;1;17.12.2012;21.11.2012;55000;0;;;;;;23.07.2015;17.12.2012;1;4
-620995;1;17.12.2012;13.11.2012;8925;0;;;;;;23.07.2015;17.12.2012;1;4
-620991;1;17.12.2012;03.08.2012;2675;0;;;;;;23.07.2015;17.12.2012;1;4
-620988;1;17.12.2012;28.11.2012;61000;0;;;;;;23.07.2015;17.12.2012;1;4
-620987;3;17.12.2012;12.04.2012;36500;0;;;;;;23.07.2015;17.12.2012;1;4
-620985;3;17.12.2012;21.03.2012;5000;0;;;;;;23.07.2015;17.12.2012;1;4
-620957;1;17.12.2012;12.10.2012;6335;0;;;;;;23.07.2015;17.12.2012;1;4
-620956;1;17.12.2012;22.10.2012;35000;0;;;;;;23.07.2015;17.12.2012;1;4
-620953;1;17.12.2012;17.11.2012;500;0;;;;;;23.07.2015;17.12.2012;1;4
-620936;1;17.12.2012;27.04.2012;25864;0;;;;;;23.07.2015;17.12.2012;1;4
-620933;1;17.12.2012;15.11.2012;102000;0;;;;;;23.07.2015;17.12.2012;1;4
-620921;1;17.12.2012;06.11.2012;100000;0;;;;;;23.07.2015;17.12.2012;1;4
-620915;1;17.12.2012;14.11.2012;26750;0;;;;;;23.07.2015;17.12.2012;1;4
-620913;1;17.12.2012;16.11.2012;4000;0;;;;;;23.07.2015;17.12.2012;1;4
-620901;1;17.12.2012;07.11.2012;79000;0;;;;;;23.07.2015;17.12.2012;1;4
-620899;3;17.12.2012;11.09.2012;26500;0;;;;;;23.07.2015;17.12.2012;1;4
-620885;1;17.12.2012;25.10.2012;13600;0;;;;;;23.07.2015;17.12.2012;1;4
-620881;1;17.12.2012;16.11.2012;63000;0;;;;;;23.07.2015;17.12.2012;1;4
-620873;1;17.12.2012;28.05.2012;50000;0;;;;;;23.07.2015;17.12.2012;1;4
-620863;1;17.12.2012;16.11.2012;2875;0;;;;;;23.07.2015;17.12.2012;1;4
-620855;1;17.12.2012;03.09.2012;7420;0;;;;;;23.07.2015;17.12.2012;1;4
-620797;1;17.12.2012;27.09.2012;108000;0;;;;;;23.07.2015;17.12.2012;1;4
-620772;1;17.12.2012;16.10.2012;2905,6;0;;;;;;23.07.2015;17.12.2012;1;4
-620760;1;17.12.2012;16.10.2012;60144,3;0;;;;Priložena cenitev na vrednost 58.965,00 ?.;;23.07.2015;17.12.2012;1;4
-620752;1;17.12.2012;06.09.2012;400;0;;;;;;23.07.2015;17.12.2012;1;4
-620746;1;17.12.2012;16.04.2012;5500;0;;;;;;23.07.2015;17.12.2012;1;4
-620734;1;17.12.2012;06.07.2012;4000;0;;;;;;23.07.2015;17.12.2012;1;4
-620723;1;17.12.2012;05.09.2012;25000;0;;;;;;23.07.2015;17.12.2012;1;4
-620701;1;17.12.2012;25.07.2012;9000;0;;;;;;23.07.2015;17.12.2012;1;4
-620652;1;17.12.2012;05.11.2012;106;0;;;;;;23.07.2015;17.12.2012;1;4
-620641;1;17.12.2012;18.11.2012;900;0;;;;;;23.07.2015;17.12.2012;1;4
-620635;1;17.12.2012;08.11.2012;1198,5;0;;;;;;23.07.2015;17.12.2012;1;4
-620631;1;17.12.2012;17.09.2012;48000;0;;;;;;23.07.2015;17.12.2012;1;4
-620630;1;17.12.2012;18.10.2012;500;0;;;;;;23.07.2015;17.12.2012;1;4
-620624;1;17.12.2012;16.11.2012;2775;0;;;;;;23.07.2015;17.12.2012;1;4
-620622;1;17.12.2012;12.11.2012;170000;0;;;;;;23.07.2015;17.12.2012;1;4
-620617;1;17.12.2012;20.08.2012;800;0;;;;;;23.07.2015;17.12.2012;1;4
-620613;1;17.12.2012;08.11.2012;368,5;0;;;;Pogodba namesto razlastitve;;23.07.2015;17.12.2012;1;4
-620612;3;17.12.2012;09.11.2012;14377,28;0;;;;;;23.07.2015;17.12.2012;1;4
-620608;1;17.12.2012;12.11.2012;890;0;;;;;;23.07.2015;17.12.2012;1;4
-620602;2;17.12.2012;29.10.2012;76920;0;;;;;;23.07.2015;17.12.2012;1;4
